Dataset and Mouse and Run,Number of steps (#),Number of steps std,Mean step height (m),Mean step height std,Mean step length (m),Mean step length std,Mean step duration (s),Mean step duration std,Mean step frequency (Hz),Mean step frequency std,Mean propulsion vector angle (deg),Mean propulsion vector angle std,Time mean,Time std,Instant speed - Spine - X mean,Instant speed - Spine - X std,Instant speed - Spine - Y mean,Instant speed - Spine - Y std
postDLC - mouse3 - 4,4.0,,0.0048359621488131,0.001321485250309054,0.05396406907301683,0.018580030865298594,0.10470045701759825,0.021812531886039772,10.06257830796253,0.021812531886039772,17.952662655909574,11.14438898205211,0.6105527638190955,0.3539504587499667,0.32446788584900377,0.08946722101856802,0.0016412738312588523,0.0560225417161972
postDLC - mouse4 - 0,5.0,,0.005927565354567299,0.001085083826906075,0.07069448852539063,0.004808190960266594,0.12105302632565813,0.009570082021135046,8.314520343080227,0.00957008202113505,14.705788459340829,5.94199221748978,0.6733668341708543,0.3902164554435613,0.2844723310335134,0.06860428847594785,0.0009884237031806602,0.04052689983489637
postDLC - mouse4 - 1,3.0,,0.005961022010216366,0.00033392815213091566,0.08092929155398638,0.0017191898310604439,0.13303594621951106,0.025203793968541454,7.780557244174267,0.025203793968541454,19.270181662129513,2.880130541301266,0.46984924623115576,0.27271435952450573,0.4087980826019395,0.06422337200665362,-0.0019131517592376704,0.060151491291174884
postDLC - mouse4 - 2,5.0,,0.004554962158203113,0.0013516081569901841,0.05454859337439903,0.028309303078934825,0.08581544084056648,0.02093537477882787,12.449953737150967,0.02093537477882787,14.688399800410437,10.704295768633765,0.5527638190954773,0.32058568658766995,0.3401015568963474,0.08157606426993504,0.008932407594692523,0.056525963554804194
postDLC - mouse5 - 0,3.0,,0.006930115528595755,0.0006253731580123298,0.07450758713942308,0.0042058183559565325,0.13108877721943046,0.007130289485331732,7.65196259382306,0.007130289485331732,16.386091006958743,2.260123614264093,0.7537688442211057,0.4366368642457982,0.2617460981265519,0.06207510190462622,-0.0009204699682594456,0.034889862094285996
postDLC - mouse5 - 1,4.0,,0.007648872962364758,0.0002824163837055773,0.07303309807410607,0.022381881531218065,0.1060325551200981,0.03959656295454793,11.279757467144563,0.03959656295454793,22.752363337837583,3.1136705789740664,0.5251256281407036,0.3046285976847499,0.37775112758072893,0.0890388297792537,-0.0013012362283373663,0.05542364573894406
postDLC - mouse5 - 2,4.0,,0.0063383689293494555,0.0014531796049522627,0.06388510483961839,0.014350144215673868,0.13862280150753764,0.03217849915571597,7.62437466159388,0.03217849915571597,32.178684085640135,6.867413502073931,0.8040201005025126,0.46564959072412876,0.22068960859120604,0.0852231870045867,0.0023615274216784326,0.04038644593419913
postDLC - mouse6 - 0,2.0,,0.005991527850811307,0.000922170785757237,0.07289703369140624,0.007160198505108156,0.13149078726968175,0.03034402783146503,8.032882165605097,0.03034402783146504,6.450530864493225,0.33574790440369073,0.39195979899497485,0.22774410439446552,0.2783197676892104,0.05778161061244067,0.0036010557526995166,0.03899359680729168
postDLC - mouse6 - 1,3.0,,0.006581718249198713,0.00025485996323557124,0.07674208812224557,0.004211712800382985,0.13949036433552042,0.013233111170200674,7.238308784349542,0.013233111170200674,19.047997630973107,9.029124544679544,0.756281407035176,0.43808750104200417,0.25495782357926966,0.05848757463467893,0.002245361864475702,0.038491845002034134
postDLC - mouse6 - 2,5.0,,0.0064884338378906285,0.0009020653142431167,0.06481389676607571,0.008692355350412262,0.14218728779030285,0.04076314498593031,7.55630653205183,0.04076314498593031,11.533953144995172,5.396609397255609,0.7437185929648242,0.4308343165236531,0.26940422578950135,0.08632762498124116,-0.0004817974700176999,0.05230609049174859
postDLC - mouse6 - 3,4.0,,0.0056944186870868385,0.0002863367003462569,0.07822265625,0.0039857617944857714,0.1249937185929648,0.009697928990713504,8.050084014014363,0.009697928990713504,8.113349351846262,4.291399932672224,0.5025125628140704,0.29157278367720624,0.36087304891592875,0.10281932218711964,0.0035854569094599985,0.05617287838215105
postDLC - mouse7 - 0,2.0,,0.0081110088641827,0.0007883864182692268,0.09853655301607572,0.002903336745042062,0.1440536013400335,0.007581768491580737,6.9611434108527135,0.007581768491580737,21.73113683542931,0.11186183617152763,0.4296482412060302,0.24950393955433856,0.44594574056072606,0.07180784242091037,0.0012217178185496417,0.0646314206612346
postDLC - mouse7 - 1,4.0,,0.0067842043363130905,0.00024936777644849904,0.08125316913311299,0.02592985375089167,0.11752143068282592,0.03953898051824866,10.335238959467633,0.03953898051824866,20.193468960582127,5.891033122017162,0.4271356783919598,0.2480532860761577,0.4455491635838376,0.07655092644701894,-0.0019296509637916697,0.06416273425458006
postDLC - mouse7 - 2,3.0,,0.00508124718299278,0.0010447009532659145,0.05200181618714944,0.0139884289708058,0.12787404886915898,0.051200513603194706,10.068171953914137,0.051200513603194706,14.044219892663719,4.268647096006603,0.5603015075376885,0.3249376169944111,0.2324425916575687,0.06817272984437037,-0.005867390462330398,0.03962982593882139
postDLC - mouse8 - 0,5.0,,0.005047835129957934,0.0021906742159145468,0.05186553250826322,0.030356317897757133,0.1390755430042776,0.0915152231648097,12.526012744952094,0.0915152231648097,14.80705656497912,7.779818944152443,0.9120603015075376,0.5280268967838463,0.20526995584171365,0.07634794758965809,0.00121718349978096,0.02684940351006
postDLC - mouse8 - 1,3.0,,0.005683077298677878,0.0012357024275511607,0.076187744140625,0.004766242950074314,0.15155565059339246,0.02182650828609509,6.751871736348861,0.021826508286095097,13.9608165664049,6.279217264830175,0.4723618090452261,0.2741650087549873,0.2784522725717133,0.058174181939428686,0.00046270049357411433,0.04110794144953845
postDLC - mouse8 - 2,1.0,,0.005295398418719954,0.0,0.06951089712289665,0.0,0.11608704314524165,0.0,8.614225781845917,0.0,5.000341070515188,0.0,0.5703517587939698,0.3307401890706891,0.29927025875635527,0.06079156803753817,0.0006613366474077893,0.05386029957748207
postDLC - mouse8 - 3,4.0,,0.005897117027869589,0.00044238437446951593,0.07450405707726111,0.0051814479240119655,0.15522498857925993,0.017980615084395142,6.526345046565635,0.017980615084395142,11.404093860097916,5.068666648433909,0.5527638190954773,0.32058568658766995,0.28048336831471365,0.06925667147912434,0.00179795690638959,0.05383525925714938
postDLC - mouse9 - 0,4.0,,0.0076169586181640825,0.0007156436297001263,0.08503241025484524,0.005883408258782762,0.13622110552763825,0.006179114828528389,7.355610469018901,0.006179114828528389,21.10012586915523,12.544502425647156,0.6281407035175881,0.364104943371594,0.308600639827844,0.07346527090135388,-0.0011321978540290963,0.039550677502157634
postDLC - mouse9 - 1,4.0,,0.0062641877394455925,0.0009857152323657138,0.08401909167949971,0.0034790313481264275,0.12498152527342596,0.01689029136400894,8.148577084069093,0.01689029136400894,10.803064019849137,6.245787333969949,0.5125628140703519,0.2973753693570551,0.366186713671371,0.07634767361457793,-0.0010366824151874555,0.04573556514179529
postDLC - mouse9 - 2,4.0,,0.0066483306884765475,0.0006307087518486903,0.07130077655498797,0.011124090621109564,0.11245909781465467,0.030614251037868544,9.768157860344427,0.030614251037868544,17.84890501594608,5.480386555552436,0.4321608040201005,0.2509545927474125,0.3499802931845939,0.0642968868585891,0.0034876117505584746,0.060307405254373135
postDLC - mouse9 - 3,6.0,,0.005413008469801685,0.001515678265225266,0.05807657779791415,0.02588343846504387,0.11267671691792293,0.03342396204691661,9.984914354715855,0.03342396204691661,13.99673569616464,7.848710237258725,0.6281407035175881,0.364104943371594,0.30077587416447493,0.06243844954215443,-0.00363336309225863,0.053626437313988716
postDLC - mouse9 - 4,4.0,,0.005787690969613887,0.0001318468125478683,0.08285257192758412,0.006121007539423356,0.10734594022745304,0.006562186675065914,9.350195559050556,0.006562186675065914,19.456779482942803,3.158082146780594,0.4773869346733668,0.27706630657467785,0.40144981086102083,0.07038463140855968,-0.0010098010188766167,0.05929700593809303
postDLC - mouse10 - 0,5.0,,0.004684323824368985,0.0014073276951835072,0.0524825415978065,0.017983806886551025,0.1158550546497475,0.030054682843925557,9.412734073706613,0.030054682843925557,9.854439750950947,4.02396192201238,1.0477386934673365,0.6063611103263958,0.17965192173291036,0.06192057359511291,0.00044559999179757866,0.033295545388264396
postDLC - mouse10 - 1,6.0,,0.0051332503098708016,0.0007294677671824412,0.059269354404547274,0.0127860548693798,0.11932177443508933,0.04515750650926771,10.61084402220416,0.04515750650926771,10.619622221019164,6.103579366027204,0.7587939698492464,0.43953813778554224,0.25771604484699495,0.05487902785590697,-0.0012993862064616655,0.03776332008339559
postDLC - mouse10 - 2,4.0,,0.0046342614980844354,0.0007054291103587888,0.046730458186222935,0.013431963367024147,0.13356936196132177,0.023775298878565013,7.71237362246781,0.023775298878565013,9.69815724927424,4.655297331408319,0.8291457286432162,0.48015594715944737,0.15824253740369032,0.07345485254056613,-0.00014366505101515663,0.0341454579262113
postDLC - mouse10 - 3,4.0,,0.004378216083233161,0.0006691225369621835,0.0648843501164363,0.018813918372516152,0.1084979984669108,0.027058404893737426,9.986248675531375,0.027058404893737426,9.209307958794266,6.053152618417464,0.5929648241206029,0.34379596923109884,0.30454170145952864,0.07789125544522979,0.0016991385187819725,0.037815741634841395
,,,,,,,,,,,,,,,,,,
preDLC - mouse1 - 0,5.0,,0.005607928936298068,0.002223488609210822,0.033150822566105756,0.027400373425765304,0.10994754795877193,0.056468798380612015,13.639355929931801,0.056468798380612015,13.859241410800355,7.3850220743199815,0.6884422110552764,0.39892028717566513,0.13595012861487477,0.08252623817633456,0.001505065868173175,0.026911463859070943
preDLC - mouse1 - 1,3.0,,0.006571573110727165,0.0016507102324145044,0.06403039003029849,0.015712401644324317,0.09432346919784107,0.03604661413721307,13.008115273308638,0.03604661413721307,15.143730785440551,6.379572594433632,0.45226130653266333,0.2625598085952388,0.36671374380157906,0.08119687964033553,0.0006503512869814661,0.06743298628877753
preDLC - mouse1 - 2,4.0,,0.007158496563251196,0.001236812837635937,0.07334007556621845,0.0047025844493539465,0.09850031407035179,0.013601036533932137,10.380512751497204,0.013601036533932137,17.536560084003213,7.5126912911751855,0.4824120603015075,0.27996760356148986,0.38069645605572533,0.07580424496789473,-0.00023378662336423394,0.06857228727774134
preDLC - mouse2 - 0,1.0,,0.011113422100360593,0.0,0.052047048715444716,0.0,0.10130015155140781,0.0,9.871653543307088,0.0,54.333549175635206,0.0,0.3165829145728644,0.18422414854093827,0.33795255548853403,0.15480180672322763,-0.001734596235497488,0.04649301363494302
preDLC - mouse2 - 1,4.0,,0.009322010920597965,0.0006797411494521989,0.07843704810509315,0.005842199553866149,0.14885125214550116,0.020340290863627264,6.8612153612278375,0.020340290863627253,23.289477427080964,7.761018272348901,0.6105527638190955,0.3539504587499667,0.27859661466336744,0.10468876573991019,0.0003093888089154719,0.04222329044268704
preDLC - mouse2 - 2,4.0,,0.007731414208045365,0.0021750912282667615,0.08616154010479266,0.002418886260825015,0.11621998883305415,0.007989562485908363,8.645298486044343,0.007989562485908363,16.165057673641446,4.256537363174317,0.45226130653266333,0.2625598085952388,0.4131420523398557,0.0779431043367061,-0.0007773420293602663,0.0520538871106887
preDLC - mouse3 - 0,3.0,,0.006676115378355367,0.00013759203314742477,0.07039157965244391,0.022392543658344036,0.13640008553405325,0.04124822350992735,8.108413839713768,0.04124822350992735,18.81366183075894,1.6929278918081887,0.4723618090452261,0.2741650087549873,0.396360171267207,0.08332764319041043,-0.0019919614852679937,0.06970818418791949
preDLC - mouse3 - 1,3.0,,0.005250697991786864,0.0012999594350893554,0.08845665369278345,0.015662958996869293,0.1814698492462312,0.024694918575169617,5.615520282186949,0.024694918575169603,13.12052558656446,7.559309685885465,0.8040201005025126,0.46564959072412876,0.22850030120430936,0.10898651562132902,-0.0002884480031270438,0.05116983590715909
preDLC - mouse3 - 2,4.0,,0.006143405620868375,0.0013391703206122316,0.08693982417766864,0.010322700176117052,0.17153768844221107,0.02284323286103011,5.927798677531454,0.02284323286103011,13.471813070362805,7.552374503323134,0.6281407035175881,0.364104943371594,0.2958370844230843,0.11697344225286772,0.0016491812775066604,0.05872735822819281
preDLC - mouse4 - 0,4.0,,0.0060190611619215795,0.0006266185844383285,0.08629675938532902,0.002257272666157874,0.1576368432199311,0.02556634394371709,6.5273139312977095,0.025566343943717096,11.812864906609992,3.9751311077254408,0.6557788944723618,0.3800619816838651,0.2955838374061159,0.07155264000368586,8.421544903619307e-05,0.04415307301155635
preDLC - mouse4 - 1,4.0,,0.005630877568171572,0.0010236804950466993,0.07371570440439076,0.018227602465313568,0.12620178518161582,0.035516330528022104,8.945336052836055,0.035516330528022104,20.212262357397844,5.669412684781295,0.550251256281407,0.3191350428523548,0.3736693760598456,0.08501459485878433,-0.0011483593387203405,0.058041609601599355
preDLC - mouse4 - 2,5.0,,0.007788116455078142,0.0009211314947264336,0.07968952237642728,0.01125417338818255,0.14144406241734991,0.01629083554535863,7.1666923936247375,0.01629083554535863,16.392595492425396,3.6618717647804497,0.4773869346733668,0.27706630657467785,0.41403830998759095,0.08256959402778193,0.0008770790258851261,0.07870178917746762
preDLC - mouse5 - 0,6.0,,0.004915057451297093,0.002114724139121993,0.048576970222668776,0.029576073912349874,0.1258926209997356,0.07055979116018148,15.397027524618457,0.07055979116018148,22.54344806422381,8.196968742792889,1.1934673366834172,0.6904977931488088,0.152692329105286,0.08618420043170169,-0.0001118846187250397,0.030876432240683985
preDLC - mouse5 - 1,3.0,,0.007952059232271639,0.002065909301366755,0.07363079364483173,0.015829012165135995,0.10278939608220744,0.02487979091183676,10.385916332344905,0.02487979091183676,14.595802775219838,6.453489882528783,0.41959798994974873,0.24370132388006038,0.44218262944029363,0.11292295409316656,-0.002662261641505858,0.05342275970793945
preDLC - mouse5 - 2,3.0,,0.006362731151091742,0.00047041899520710207,0.07245163746369193,0.01782690424946458,0.10937262067915333,0.0350542053523369,10.502420455361635,0.0350542053523369,19.85113088577929,9.148576876438607,0.5527638190954773,0.32058568658766995,0.3442557692486278,0.1059475822056592,-0.0033562861618606945,0.05792369395608931
preDLC - mouse6 - 0,4.0,,0.0068819192739633245,0.00045141294163765516,0.06519265981820914,0.01394078795120351,0.1159109669384386,0.036165985785221136,9.565463599719497,0.036165985785221136,23.496684258463844,3.519987062720255,0.8718592964824121,0.504816744095549,0.2199886362017905,0.05582570092904514,0.0005847363706679126,0.03314076301929458
preDLC - mouse6 - 1,3.0,,0.00622766348031852,0.0009758122084824302,0.08738900991586536,0.004273819321872331,0.1315242881072027,0.014892193085600273,7.697187829926096,0.01489219308560028,8.757474372664921,3.9223322558855442,0.3768844221105528,0.21904014791661675,0.411863729257012,0.06420994029411976,0.002368714158817197,0.05931191712097226
preDLC - mouse6 - 2,4.0,,0.007816992539625908,0.0010064251483522235,0.07316518196692837,0.020369915957463902,0.11497862877606421,0.018698113431496775,8.931309523809524,0.018698113431496775,9.800571361307686,3.663986445737974,0.4371859296482412,0.2538558982977907,0.4560809979491182,0.11849113671638688,0.002012529265574931,0.07532053813989596
preDLC - mouse7 - 0,2.0,,0.0077113577035757275,0.00018280029296874334,0.0743727287879357,0.005118425809420082,0.15869733281793585,0.007557015848473125,6.315624273424784,0.007557015848473125,23.357624922766814,2.3281757913083556,0.9798994974874372,0.5671940124431141,0.19829189271893735,0.05395842815587016,-0.0008527984308941679,0.03553673582453181
preDLC - mouse7 - 1,6.0,,0.003007172804612379,0.002218536751631743,0.030494683094513725,0.02845358311379115,0.09487765460468178,0.09144209127162745,30.882623598563274,0.09144209127162745,29.00161189474127,30.622290512361463,0.9999999999999999,0.5787990801732327,0.18860230580691423,0.08621659934831126,0.00018680684050621235,0.03353885515161662
preDLC - mouse7 - 2,3.0,,0.00931022057166466,0.0002615690030397939,0.08813785259540265,0.0013591474751676327,0.11620263479559963,0.021828381002378758,8.889264472514865,0.021828381002378758,20.46722932461865,4.809807481468333,0.46482412060301503,0.26981306040503084,0.41304073327824137,0.07810870412230939,-0.0010734739847869526,0.06452147567029103
preDLC - mouse7 - 3,1.0,,0.007820340670072146,0.0,0.09309062664325421,0.0,0.12136632529737293,0.0,8.2395178197065,0.0,18.678442060607246,0.0,0.3969849246231155,0.2306454201414875,0.4933799547503943,0.07058394079327898,0.0011442817155247007,0.06491242188470354
preDLC - mouse8 - 0,3.0,,0.007162815974308882,0.0015914655808431316,0.07260889102251102,0.01848515673696957,0.22996385435951694,0.034969053436501224,4.462580209128827,0.034969053436501224,18.968587410032857,5.558876913107431,1.1934673366834172,0.6904977931488088,0.157824146479426,0.09029287351281899,0.0006064500625830734,0.029584788483798214
preDLC - mouse8 - 1,2.0,,0.008212121816781826,0.0012869790884164622,0.08166036752554087,0.005191063514122601,0.14890299712849966,0.007571338837042391,6.733189964157705,0.007571338837042391,19.390640003430633,9.618401875441917,0.5628140703517588,0.32638826020284356,0.3548047424017534,0.0618372133333194,-0.0010827601853938575,0.06784925956533817
preDLC - mouse8 - 2,4.0,,0.007872610825758714,0.0017878511234429891,0.06790044931265024,0.01069367127651181,0.12357668492274107,0.02633017281527514,8.568210250829186,0.02633017281527514,29.441713425709427,9.301168370583884,0.670854271356784,0.3887658165654418,0.2950349623053822,0.06448389604808995,0.0008108486638322744,0.05285026567081553
preDLC - mouse9 - 0,4.0,,0.005689588693472053,0.0008777531067045054,0.07026034428523137,0.0033941725892501946,0.18763374287706472,0.022910716447183933,5.418239442135624,0.022910716447183933,9.912514773790566,5.367424687752343,1.0502512562814073,0.6078117432847664,0.15900400411527515,0.08535914776837297,-0.0001624362526059009,0.02811486428450628
preDLC - mouse9 - 1,4.0,,0.008207450279822712,0.0017246377651420112,0.07557957869309645,0.012623164722604892,0.11743952925248001,0.0237927986707817,8.828061986752497,0.0237927986707817,17.228622321636237,6.1356570681413185,0.4849246231155778,0.28141825175061636,0.33961645368353705,0.07774952913085313,-0.0005166874390697309,0.0588717889509825
preDLC - mouse9 - 2,1.0,,0.007931131216195875,0.0,0.09833295968862679,0.0,0.13156058068118368,0.0,7.6010610079575605,0.0,24.013646149419664,0.0,0.3618090452261307,0.21033617624579246,0.38095777239576045,0.11835358137619124,-0.000800081247992453,0.056379774252352854
preDLC - mouse10 - 0,1.0,,0.005108795166015645,0.0,0.08851590670072117,0.0,0.15633925020787393,0.0,6.396346398427563,0.0,11.25515844314545,0.0,0.6984924623115577,0.4047228402579918,0.27175189608281264,0.06044418971138516,0.0018893269385586997,0.038382347827131125
preDLC - mouse10 - 1,1.0,,0.00532311072716346,0.0,0.03740232027493992,0.0,0.07074922635777764,0.0,14.134430176564997,0.0,9.85058622119946,0.0,0.44472361809045224,0.258207854604366,0.4380616154357495,0.07870482700209444,0.001504834152305206,0.04646445931480996
preDLC - mouse10 - 2,3.0,,0.005138714130108191,0.0006873651216577533,0.0702138186723758,0.01990985899728684,0.09774482166932223,0.023472893591283458,10.95836385836386,0.023472893591283458,15.146413806671452,5.313818674584856,0.41206030150753775,0.2393493589295278,0.4016334777986162,0.0716655960599929,0.0036007027199959564,0.05064559710011468
,,,,,,,,,,,,,,,,,,
