Feature,Mean Healthy Left C,SD Healthy Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Healthy Left C,Number of samples in Sick Left E,p-value Healthy Left C vs Sick Left E,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean angle acceleration at stance - rhindlimb - lHindfingers (rad/s^2),-196.02374449618054,293.8302234609488,-26.692540940971234,200.33968426490088,10,10,0.09404007666636051,n.s.,Circular,Mean angle acceleration at stance - rhindlimb - lHindfingers (rad/s^2),15.532799741226057,0.06922938380401032,towards_healthy
Mean angle acceleration at stance - rhindlimb - lHindfingers std,368.84193881339786,350.7015388272414,267.9497608044947,99.39581364881579,10,10,0.2107098411760677,n.s.,Levene,Mean angle acceleration at stance - rhindlimb - lHindfingers std,73.24040564542275,0.46452917606139027,towards_healthy
Mean angle acceleration at stance - rhindlimb - lHindpaw (rad/s^2),646.5969184394879,532.5654092615113,401.58128543703526,487.22205849265015,10,10,0.26599196106902195,n.s.,Circular,Mean angle acceleration at stance - rhindlimb - lHindpaw (rad/s^2),-320.6641305082645,-0.7400643065690449,away_from_healthy
Mean angle acceleration at stance - rhindlimb - lHindpaw std,363.8490720731497,212.3782050510514,558.1593723442737,317.8162915859149,10,10,0.17446700272040153,n.s.,Levene,Mean angle acceleration at stance - rhindlimb - lHindpaw std,-49.632506222775646,-0.15401667594600083,away_from_healthy
Mean angle acceleration at stance - spine - base (rad/s^2),-72.780823332452,39.74033013026479,-122.97391358974285,81.77534191390306,10,10,0.8867132495333454,n.s.,Circular,Mean angle acceleration at stance - spine - base (rad/s^2),-9.708971043116804,-0.11296262269161066,away_from_healthy
Mean angle acceleration at stance - spine - base std,83.64960957479607,29.52759629504473,100.71178771235529,49.27196494033387,10,10,0.33106488610751944,n.s.,Levene,Mean angle acceleration at stance - spine - base std,-15.853394861466569,-0.34721617630120344,away_from_healthy
Mean angle acceleration at stance - spine - head (rad/s^2),-24.638398188990983,34.02457981353192,-48.62783148864132,42.80189596949834,10,10,0.6845938252664956,n.s.,Circular,Mean angle acceleration at stance - spine - head (rad/s^2),11.039391765262891,0.17541085144673782,towards_healthy
Mean angle acceleration at stance - spine - head std,58.57883809886162,31.946561203860846,52.52955189818954,20.825547090216173,10,10,0.13669222492304034,n.s.,Levene,Mean angle acceleration at stance - spine - head std,-11.790716657794121,-0.25438960988181747,away_from_healthy
Mean angle acceleration at stance - spine - spine 1 (rad/s^2),-39.24265048324139,71.34490534804567,-97.20413952215684,96.87497554692416,10,10,0.011807640422079135,*,Circular,Mean angle acceleration at stance - spine - spine 1 (rad/s^2),1.9251682863193054,0.02029679713070518,towards_healthy
Mean angle acceleration at stance - spine - spine 1 std,116.35157232156698,54.32664837463775,101.95266055519657,58.59529727781641,10,10,0.8335214846324699,n.s.,Levene,Mean angle acceleration at stance - spine - spine 1 std,-2.4532393433077715,-0.045562640593413875,away_from_healthy
Mean angle acceleration at stance - spine - spine 2 (rad/s^2),1.8329947403126823,86.01330167911351,116.83024341238404,95.43806304117513,10,10,0.15279731241554903,n.s.,Circular,Mean angle acceleration at stance - spine - spine 2 (rad/s^2),-29.51435425194621,-0.32169349124979474,away_from_healthy
Mean angle acceleration at stance - spine - spine 2 std,102.72062633962969,61.901667865972314,108.15962128275137,61.0061592084603,10,10,0.928219412068865,n.s.,Levene,Mean angle acceleration at stance - spine - spine 2 std,-22.039631992057622,-0.3027337909729601,away_from_healthy
Mean angle acceleration at stance - spine - spine 3 (rad/s^2),84.86882506849813,113.17840516687517,110.88557688078349,123.46664303192941,10,10,0.8903785655821947,n.s.,Circular,Mean angle acceleration at stance - spine - spine 3 (rad/s^2),-60.419990825971624,-0.4792757259662364,away_from_healthy
Mean angle acceleration at stance - spine - spine 3 std,128.22963036275365,60.10193859293967,130.0632540877966,53.91822910593331,10,10,0.6313808816483957,n.s.,Levene,Mean angle acceleration at stance - spine - spine 3 std,11.338750081682946,0.17426006526057725,towards_healthy
Mean angle acceleration at stance - spine - spine 4 (rad/s^2),21.96210048346878,53.95602151020657,17.033493856926253,100.2165981041095,10,10,0.4223630451676621,n.s.,Circular,Mean angle acceleration at stance - spine - spine 4 (rad/s^2),3.800376168232944,0.028659692371532864,towards_healthy
Mean angle acceleration at stance - spine - spine 4 std,91.61630043789813,50.9576754362426,149.9553083134686,61.249956424646506,10,10,0.9964844218786081,n.s.,Levene,Mean angle acceleration at stance - spine - spine 4 std,-25.9114052784371,-0.4201999113667584,away_from_healthy
Mean angle acceleration at stance - tail - base (rad/s^2),14.159781917059453,121.43018879064812,17.712465362095667,55.87360249493624,10,10,0.21762787915110332,n.s.,Circular,Mean angle acceleration at stance - tail - base (rad/s^2),35.35189381908582,0.4515100149414718,towards_healthy
Mean angle acceleration at stance - tail - base std,193.12827223150478,206.38787382593122,104.35663716765819,42.81527891012297,10,10,0.3936740288180517,n.s.,Levene,Mean angle acceleration at stance - tail - base std,6.184197242501995,0.10687865734851143,towards_healthy
Mean angle acceleration at stance - tail - tail 1 (rad/s^2),-61.860995162489814,195.2270006280485,140.0881163301869,235.39125635823913,10,10,0.874718268525368,n.s.,Circular,Mean angle acceleration at stance - tail - tail 1 (rad/s^2),-243.0454700031367,-0.5732441139357695,away_from_healthy
Mean angle acceleration at stance - tail - tail 1 std,281.1264771129196,324.14109068399347,296.88991360390173,319.02652215678376,10,10,0.9724921756400722,n.s.,Levene,Mean angle acceleration at stance - tail - tail 1 std,71.72863120276276,0.1257668606646175,towards_healthy
Mean angle acceleration at stance - tail - tail 2 (rad/s^2),36.748963979286174,295.9477423523847,45.96475567881142,360.3129618636887,10,10,0.30062965478940196,n.s.,Circular,Mean angle acceleration at stance - tail - tail 2 (rad/s^2),112.34009271585947,0.21631142005651663,towards_healthy
Mean angle acceleration at stance - tail - tail 2 std,482.7871775053667,443.47830718359785,412.46695684580646,262.2943594169907,10,10,0.39230007608848805,n.s.,Levene,Mean angle acceleration at stance - tail - tail 2 std,-69.56696147268894,-0.1535155977338414,away_from_healthy
Mean angle acceleration at stance - tail - tail 3 (rad/s^2),280.7120445392035,551.0850304783751,-35.47583784141387,540.9885133992647,10,10,0.6563994271379575,n.s.,Circular,Mean angle acceleration at stance - tail - tail 3 (rad/s^2),-49.92560887650414,-0.04849134675440183,away_from_healthy
Mean angle acceleration at stance - tail - tail 3 std,835.3977053958079,518.1215575794422,485.5992327017381,474.6098521935624,10,10,0.307742562409186,n.s.,Levene,Mean angle acceleration at stance - tail - tail 3 std,-391.9166242626639,-0.5084077949563748,away_from_healthy
Mean angle acceleration at stance - tail - tail 4 (rad/s^2),51.136888065421985,430.5235113478064,-91.1317485916447,306.6892292499718,10,10,0.3413776397951769,n.s.,Circular,Mean angle acceleration at stance - tail - tail 4 (rad/s^2),-145.7559082979895,-0.3403031039304485,away_from_healthy
Mean angle acceleration at stance - tail - tail 4 std,623.5938696597822,326.4108842035322,300.58095663150436,325.1711792327675,10,10,0.5646575684203097,n.s.,Levene,Mean angle acceleration at stance - tail - tail 4 std,-7.9867428164021135,-0.018480605403549885,away_from_healthy
Mean angle acceleration at swing - rforelimb - elbow (rad/s^2),-135.07324388442925,104.07598447202203,-98.44397717807527,193.98264405352086,10,10,0.8543952590692573,n.s.,Circular,Mean angle acceleration at swing - rforelimb - elbow (rad/s^2),-21.35553991665708,-0.12867799744000524,away_from_healthy
Mean angle acceleration at swing - rforelimb - elbow std,277.8946764347051,117.87883389234423,259.18882650452707,97.68707362925777,10,10,0.39898194787694585,n.s.,Levene,Mean angle acceleration at swing - rforelimb - elbow std,5.422051657559962,0.037740718289777896,towards_healthy
Mean angle acceleration at swing - rforelimb - lForepaw (rad/s^2),-110.06905910789487,198.58112618226758,-14.748467284065963,181.84419946700723,10,10,0.3702682876321689,n.s.,Circular,Mean angle acceleration at swing - rforelimb - lForepaw (rad/s^2),-31.889700884462147,-0.12011434132316186,away_from_healthy
Mean angle acceleration at swing - rforelimb - lForepaw std,190.2019407384121,167.39752464968666,194.8763327940771,101.38986871203652,10,10,0.21078897187057244,n.s.,Levene,Mean angle acceleration at swing - rforelimb - lForepaw std,-82.96295579661381,-0.20365365910985622,away_from_healthy
Mean angle acceleration at swing - rforelimb - shoulder (rad/s^2),-175.44374135546371,123.03936353951353,-162.77826829540479,134.9156135044914,10,10,0.06344980180440231,n.s.,Circular,Mean angle acceleration at swing - rforelimb - shoulder (rad/s^2),-35.28207538486009,-0.2039840463578414,away_from_healthy
Mean angle acceleration at swing - rforelimb - shoulder std,204.75211006585602,113.13156725424933,185.67483226277136,79.11820478418875,10,10,0.328274071007533,n.s.,Levene,Mean angle acceleration at swing - rforelimb - shoulder std,-0.01387453107426495,-0.00010381179955804805,away_from_healthy
Mean angle acceleration at swing - rforelimb - wrist (rad/s^2),27.227652624418408,222.67569486449347,-99.07173411386341,443.63540125862716,10,10,0.6300506177120111,n.s.,Circular,Mean angle acceleration at swing - rforelimb - wrist (rad/s^2),1.0355194267926322,0.0021939210749315845,towards_healthy
Mean angle acceleration at swing - rforelimb - wrist std,365.93604909350285,229.050035316812,296.5339252845466,243.6662134467927,10,10,0.7871220212618422,n.s.,Levene,Mean angle acceleration at swing - rforelimb - wrist std,-214.85343620917934,-0.5028066243720474,away_from_healthy
Mean angle acceleration at swing - rhindlimb - ankle (rad/s^2),-1001.1110411768589,544.3233933760056,-983.8239640943706,300.5465552665369,10,10,0.7446819709200909,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - ankle (rad/s^2),-90.85516057831603,-0.1952833882008413,away_from_healthy
Mean angle acceleration at swing - rhindlimb - ankle std,543.8869057777022,261.83519772545685,391.6757565804711,234.178290481082,10,10,0.9818150029683742,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - ankle std,-30.187382016311176,-0.07947974483607012,away_from_healthy
Mean angle acceleration at swing - rhindlimb - hip (rad/s^2),202.23099671924894,255.84898603929577,232.3032777214537,96.00747359058363,10,10,0.3465805892345435,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - hip (rad/s^2),7.337455976276857,0.03966143016856362,towards_healthy
Mean angle acceleration at swing - rhindlimb - hip std,243.41318511338267,211.05968080093155,127.60542938512326,71.27860248455636,10,10,0.01636791479660638,*,Levene,Mean angle acceleration at swing - rhindlimb - hip std,-16.837497087893908,-0.22538580948498407,away_from_healthy
Mean angle acceleration at swing - rhindlimb - knee (rad/s^2),-234.48315347141852,256.909813260426,-438.97668887242634,206.69452671306396,10,10,0.22271029973908413,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - knee (rad/s^2),72.613252641494,0.3266839217949507,towards_healthy
Mean angle acceleration at swing - rhindlimb - knee std,269.9371292292208,243.95036578211105,221.81677943573604,106.39583124213007,10,10,0.16257780848599906,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - knee std,8.015382454517606,0.072843330300511,towards_healthy
Mean angle acceleration at swing - rhindlimb - lHindfingers (rad/s^2),195.07606024055565,669.02066196456,-39.8966576752007,557.7626504719321,10,10,0.4499391943468739,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - lHindfingers (rad/s^2),318.003041696953,0.4613755563979076,towards_healthy
Mean angle acceleration at swing - rhindlimb - lHindfingers std,632.5772063437992,462.7747771856394,539.217742392493,279.0939707139478,10,10,0.18914076052017875,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - lHindfingers std,22.719351277471105,0.07207163951435211,towards_healthy
Mean angle acceleration at swing - rhindlimb - lHindpaw (rad/s^2),755.6909447651786,456.95607164552627,792.5785677196304,598.8791336794085,10,10,0.4507467674973825,n.s.,Circular,Mean angle acceleration at swing - rhindlimb - lHindpaw (rad/s^2),-43.66988783093052,-0.07875703791382405,away_from_healthy
Mean angle acceleration at swing - rhindlimb - lHindpaw std,704.0020863318811,378.97468380797693,494.19023939768624,349.76265188783617,10,10,0.3982148138473912,n.s.,Levene,Mean angle acceleration at swing - rhindlimb - lHindpaw std,93.54942099703885,0.3226244762236611,towards_healthy
Mean angle acceleration at swing - spine - base (rad/s^2),-39.524938842252155,73.8932430465949,-20.579621120762997,80.14535019924611,10,10,0.008100297690578389,**,Circular,Mean angle acceleration at swing - spine - base (rad/s^2),8.257496305346468,0.09750370191797023,towards_healthy
Mean angle acceleration at swing - spine - base std,91.25755420660388,54.356828303781526,67.98092512164885,23.915541906118392,10,10,0.018852560390250576,*,Levene,Mean angle acceleration at swing - spine - base std,-6.847938085552613,-0.12721619116175,away_from_healthy
Mean angle acceleration at swing - spine - head (rad/s^2),16.267982763224467,51.02912933361564,4.848880121612238,61.04323764856156,10,10,0.8144664438005687,n.s.,Circular,Mean angle acceleration at swing - spine - head (rad/s^2),-13.073771296724919,-0.21743537725729034,away_from_healthy
Mean angle acceleration at swing - spine - head std,70.87901634926179,32.846175990137645,43.36532134257653,27.33780265961636,10,10,0.6091940467167783,n.s.,Levene,Mean angle acceleration at swing - spine - head std,-20.282171108244384,-0.6649795471310456,away_from_healthy
Mean angle acceleration at swing - spine - spine 1 (rad/s^2),-80.3425922178405,84.52943623307335,-91.27293429869205,87.29182286174992,10,10,0.4715769886928267,n.s.,Circular,Mean angle acceleration at swing - spine - spine 1 (rad/s^2),-33.8322071232061,-0.46691069596315216,away_from_healthy
Mean angle acceleration at swing - spine - spine 1 std,121.4864880178707,66.00873779061861,103.45494273596846,49.61461253195403,10,10,0.3978496025849234,n.s.,Levene,Mean angle acceleration at swing - spine - spine 1 std,6.989114903507101,0.12078878922309794,towards_healthy
Mean angle acceleration at swing - spine - spine 2 (rad/s^2),6.487942179866806,117.35221731276052,-27.992162183832487,121.6786593600652,10,10,0.35527200182192653,n.s.,Circular,Mean angle acceleration at swing - spine - spine 2 (rad/s^2),-33.58091068435385,-0.37140418665253866,away_from_healthy
Mean angle acceleration at swing - spine - spine 2 std,110.49678678648301,62.27518295103944,166.0276280610345,129.70498493321168,10,10,0.3620167487735074,n.s.,Levene,Mean angle acceleration at swing - spine - spine 2 std,-22.367554332925494,-0.3327866874776609,away_from_healthy
Mean angle acceleration at swing - spine - spine 3 (rad/s^2),21.686787765644425,69.08666597458456,32.38290744743371,71.08421133075579,10,10,0.16902132878168907,n.s.,Circular,Mean angle acceleration at swing - spine - spine 3 (rad/s^2),-18.405000261147052,-0.18363344939130935,away_from_healthy
Mean angle acceleration at swing - spine - spine 3 std,152.50017049578616,82.2247134723568,159.76757368739004,83.60296435775801,10,10,0.7736960306256218,n.s.,Levene,Mean angle acceleration at swing - spine - spine 3 std,-6.428750764826333,-0.1177349815355514,away_from_healthy
Mean angle acceleration at swing - spine - spine 4 (rad/s^2),13.458100490116271,94.1527855522775,2.525796215100583,87.37797393576095,10,10,0.18146777210881262,n.s.,Circular,Mean angle acceleration at swing - spine - spine 4 (rad/s^2),60.99189370379587,0.5592434154171123,towards_healthy
Mean angle acceleration at swing - spine - spine 4 std,146.88866547943195,71.60649671663528,117.5844865905739,64.76035439939372,10,10,0.5276747055462402,n.s.,Levene,Mean angle acceleration at swing - spine - spine 4 std,6.049337675148081,0.0889896117355569,towards_healthy
Mean angle acceleration at swing - tail - base (rad/s^2),4.788791775066194,79.7557471334834,4.889070048921836,45.40982962251989,10,10,0.20702110524199382,n.s.,Circular,Mean angle acceleration at swing - tail - base (rad/s^2),-5.001429460374727,-0.07926896393886033,away_from_healthy
Mean angle acceleration at swing - tail - base std,87.85742396203777,60.85308398061747,81.13274718904105,48.13123401966837,10,10,0.7191163476686039,n.s.,Levene,Mean angle acceleration at swing - tail - base std,30.762075105159084,0.87158850069819,towards_healthy
Mean angle acceleration at swing - tail - tail 1 (rad/s^2),-9.773450915651722,88.3827878606971,16.77375121995552,55.128315946830114,10,10,0.009911423775857584,**,Circular,Mean angle acceleration at swing - tail - tail 1 (rad/s^2),45.57572819129276,0.4996409939255279,towards_healthy
Mean angle acceleration at swing - tail - tail 1 std,129.57678911188833,78.32051935698559,136.9453691181197,50.080921852242206,10,10,0.115304334865353,n.s.,Levene,Mean angle acceleration at swing - tail - tail 1 std,4.0898907722707065,0.07031891156761941,towards_healthy
Mean angle acceleration at swing - tail - tail 2 (rad/s^2),-19.475880821029925,113.56404669057832,-0.9159235965099322,64.96943709192789,10,10,0.2216459482982752,n.s.,Circular,Mean angle acceleration at swing - tail - tail 2 (rad/s^2),40.34362199197678,0.4031293524196001,towards_healthy
Mean angle acceleration at swing - tail - tail 2 std,115.50414640450799,96.5452636440064,122.94765147397659,41.60374431367059,10,10,0.33548092625100895,n.s.,Levene,Mean angle acceleration at swing - tail - tail 2 std,-18.425918309381686,-0.25456603767610325,away_from_healthy
Mean angle acceleration at swing - tail - tail 3 (rad/s^2),35.19206456326858,157.11712313086005,-12.318694510338977,172.35164725632768,10,10,0.7282389402733598,n.s.,Circular,Mean angle acceleration at swing - tail - tail 3 (rad/s^2),13.294562617182523,0.05198446503240947,towards_healthy
Mean angle acceleration at swing - tail - tail 3 std,191.48217604995708,135.20197918003174,166.09877820908915,99.7916328251142,10,10,0.6791825622379815,n.s.,Levene,Mean angle acceleration at swing - tail - tail 3 std,-10.262173650106888,-0.031030252384529007,away_from_healthy
Mean angle acceleration at swing - tail - tail 4 (rad/s^2),-63.236167783677764,106.7486021792838,-9.217733651232397,190.39875775254202,10,10,0.24204145873859087,n.s.,Circular,Mean angle acceleration at swing - tail - tail 4 (rad/s^2),-7.722914792379974,-0.027212983227713046,away_from_healthy
