Feature,Mean Healthy Left C,SD Healthy Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Healthy Left C,Number of samples in Sick Left E,p-value Healthy Left C vs Sick Left E,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean phase during stance - tail - tail 1 std,1.1434848997639586,1.4417484299202155,1.2207820551524242,1.5196447299484421,10,10,0.9092572040776358,n.s.,Levene,Mean phase during stance - tail - tail 1 std,0.29606904481016194,0.21502127327496195,towards_healthy
Mean phase during stance - tail - tail 2 (°),-156.0421640872732,39.798088568216954,-136.34290257279486,77.25801513351718,10,10,0.6727232876020585,n.s.,Circular,Mean phase during stance - tail - tail 2 (°),-9.272537001269171,-0.08452869497702421,away_from_healthy
Mean phase during stance - tail - tail 2 std,0.40859866983857496,0.8875510884156967,0.556357572232999,1.048266572438453,10,10,0.720602132437687,n.s.,Levene,Mean phase during stance - tail - tail 2 std,0.24733522851303402,0.21579323962958072,towards_healthy
Mean phase during stance - tail - tail 3 (°),-146.63533493096804,37.91276127433278,-114.62547466189339,99.73390344000079,10,10,0.7395641436727669,n.s.,Circular,Mean phase during stance - tail - tail 3 (°),7.076772376379026,0.15946430601774428,towards_healthy
Mean phase during stance - tail - tail 3 std,0.4627609381468476,0.808525806223379,0.3073538334546053,0.6558776301360036,10,10,0.8256172253917828,n.s.,Levene,Mean phase during stance - tail - tail 3 std,-0.5108639239076003,-0.40256665480817205,away_from_healthy
Mean phase during swing - rforelimb - elbow (°),-72.58605382401382,6.4192668410051015,-72.63955529028058,3.259146117642557,10,10,0.7126521178035667,n.s.,Circular,Mean phase during swing - rforelimb - elbow (°),-1.3315709350168987,-0.2968887973867038,away_from_healthy
Mean phase during swing - rforelimb - elbow std,0.15027935138264928,0.04890427915765906,0.06033662313752812,0.03500626317030754,10,10,0.652066599122767,n.s.,Levene,Mean phase during swing - rforelimb - elbow std,-0.04106529789474654,-0.7242131080392884,away_from_healthy
Mean phase during swing - rforelimb - shoulder (°),-133.62305786515975,4.52957340496817,-133.76676963851963,3.1931757556197895,10,10,0.8992451102914341,n.s.,Circular,Mean phase during swing - rforelimb - shoulder (°),-2.2966544504181456,-0.7261409784309992,away_from_healthy
Mean phase during swing - rforelimb - shoulder std,0.11239032178384982,0.03988692602795542,0.05180978282777551,0.02533178983386947,10,10,0.6515512204744436,n.s.,Levene,Mean phase during swing - rforelimb - shoulder std,-0.04049039108570913,-0.9200307202941319,away_from_healthy
Mean phase during swing - rforelimb - wrist (°),-22.07707625401429,4.250538331043045,-25.37431009071298,3.263836062192854,10,10,0.06622502277715661,n.s.,Circular,Mean phase during swing - rforelimb - wrist (°),-2.343784303546201,-0.6326520283440935,away_from_healthy
Mean phase during swing - rforelimb - wrist std,0.07665972935446838,0.0315196298265,0.050997517152453986,0.025021348353745438,10,10,0.7853546744204046,n.s.,Levene,Mean phase during swing - rforelimb - wrist std,0.008128160596013276,0.23185974702481765,towards_healthy
Mean phase during swing - rhindlimb - ankle (°),-47.703938711818736,5.665092953818112,-47.22820059643817,3.540562730690682,10,10,0.7783511448724114,n.s.,Circular,Mean phase during swing - rhindlimb - ankle (°),-2.2146823985550412,-0.507612898018975,away_from_healthy
Mean phase during swing - rhindlimb - ankle std,0.09233675982911074,0.05490552526358195,0.054586676871521043,0.02740645360612867,10,10,0.0967662871119303,n.s.,Levene,Mean phase during swing - rhindlimb - ankle std,0.0009622198379223082,0.026876855819974343,towards_healthy
Mean phase during swing - rhindlimb - hip (°),-77.05728707891869,4.631397856437467,-76.40520454465573,3.8180775802822366,10,10,0.7281138691764647,n.s.,Circular,Mean phase during swing - rhindlimb - hip (°),-3.1004814342150127,-1.14814502567374,away_from_healthy
Mean phase during swing - rhindlimb - hip std,0.08373303236534697,0.03129092930866831,0.05850975649236558,0.03596382873787577,10,10,0.782449921039447,n.s.,Levene,Mean phase during swing - rhindlimb - hip std,0.013209484560680593,0.5411449757418377,towards_healthy
Mean phase during swing - rhindlimb - knee (°),-166.90364286164498,3.1958807941359098,-167.70762870108638,3.3336618770139936,10,10,0.5897719753107932,n.s.,Circular,Mean phase during swing - rhindlimb - knee (°),3.5390578909204464,0.16365536415606033,towards_healthy
Mean phase during swing - rhindlimb - knee std,0.05398344950305105,0.02813894261916618,0.0507949874985961,0.029054916743067778,10,10,0.4606232966035432,n.s.,Levene,Mean phase during swing - rhindlimb - knee std,0.025556731757876427,0.043290865941153896,towards_healthy
Mean phase during swing - rhindlimb - lHindpaw (°),-30.63103383648048,4.890211011443064,-23.965896791594123,3.3832036806822634,10,10,0.0024149598511056486,**,Circular,Mean phase during swing - rhindlimb - lHindpaw (°),-4.314560847758884,-0.9968542381423479,away_from_healthy
Mean phase during swing - rhindlimb - lHindpaw std,0.09089569924041338,0.042398958290828404,0.051716498321536374,0.020423084044972138,10,10,0.2746648088755209,n.s.,Levene,Mean phase during swing - rhindlimb - lHindpaw std,0.008847833879707959,0.2831548261517316,towards_healthy
Mean phase during swing - spine - head (°),137.0326984902245,2.7532407751972356,139.23142612404155,1.668985086093355,10,10,0.046466527721589615,*,Circular,Mean phase during swing - spine - head (°),0.7730761237148727,0.26830183941237806,towards_healthy
Mean phase during swing - spine - head std,0.05893049855684364,0.02618821269183873,0.06304474139584551,0.019649428515230428,10,10,0.2627170468667253,n.s.,Levene,Mean phase during swing - spine - head std,0.001275487126837796,0.045524329857617986,towards_healthy
Mean phase during swing - spine - spine 1 (°),166.02600434906623,2.549931288088127,165.89711837625933,2.803663864562671,10,10,0.8994952395813594,n.s.,Circular,Mean phase during swing - spine - spine 1 (°),-0.6699825613726489,-0.20889078092810584,away_from_healthy
Mean phase during swing - spine - spine 1 std,0.057419292898093964,0.015207997537515656,0.034094359388501985,0.010830269749172892,10,10,0.44540776480598965,n.s.,Levene,Mean phase during swing - spine - spine 1 std,-0.0015151194423003375,-0.06025286825382191,away_from_healthy
Mean phase during swing - spine - spine 2 (°),168.95664709244306,2.488954459931728,168.8398072030339,1.2490977359094202,10,10,0.8895820519799056,n.s.,Circular,Mean phase during swing - spine - spine 2 (°),-0.13460681543057262,-0.06578998253265905,away_from_healthy
Mean phase during swing - spine - spine 2 std,0.0310066233964862,0.01577368203824956,0.016704838351218738,0.012646052317401006,10,10,0.45508086927349034,n.s.,Levene,Mean phase during swing - spine - spine 2 std,-0.006773807855309642,-0.45143935628748605,away_from_healthy
Mean phase during swing - spine - spine 3 (°),-163.05707185323135,3.310124664943975,-165.96870304682938,4.157831627241234,10,10,0.09949890972841141,n.s.,Circular,Mean phase during swing - spine - spine 3 (°),18.193056096580733,0.5771775033897103,towards_healthy
Mean phase during swing - spine - spine 3 std,0.09449216102790559,0.03833581167600926,0.06911026525369235,0.03762400643734267,10,10,0.8471930655379921,n.s.,Levene,Mean phase during swing - spine - spine 3 std,0.5354128712964213,0.6707944118907457,towards_healthy
Mean phase during swing - spine - spine 4 (°),-148.82266160902716,3.8203131706022293,-149.3377257392911,3.4497643002719443,10,10,0.7394991541993033,n.s.,Circular,Mean phase during swing - spine - spine 4 (°),-0.5976225763914158,-0.18093314983570422,away_from_healthy
Mean phase during swing - spine - spine 4 std,0.0813848409183473,0.04066282353514472,0.04788958767710413,0.029004247546083384,10,10,0.5076102410042005,n.s.,Levene,Mean phase during swing - spine - spine 4 std,-0.009215814019235026,-0.35660860693490826,away_from_healthy
Mean phase during swing - tail - base (°),70.87820380906193,127.24390030478318,59.40696863418977,130.0100544221335,10,10,0.294312120276225,n.s.,Circular,Mean phase during swing - tail - base (°),-51.13753468846083,-0.7633925871759896,away_from_healthy
Mean phase during swing - tail - base std,1.1494703556683707,1.438514714646261,1.2218812460552138,1.5086683174393807,10,10,0.9198516292297344,n.s.,Levene,Mean phase during swing - tail - base std,-0.02858775585803519,-0.021215523255463883,away_from_healthy
Mean phase during swing - tail - tail 1 (°),49.01554583142941,134.28164702113318,-3.315353677116775,170.12884040022124,10,10,0.14027352511892702,n.s.,Circular,Mean phase during swing - tail - tail 1 (°),-102.36074009461917,-0.9076890811178644,away_from_healthy
Mean phase during swing - tail - tail 1 std,1.370607599997939,1.4177493747808214,0.5579430398494996,1.072809793432816,10,10,0.035672238394258454,*,Levene,Mean phase during swing - tail - tail 1 std,0.51738669849739,0.3878133892682766,towards_healthy
Mean phase during swing - tail - tail 2 (°),-156.47813358851107,38.77566358680414,-114.2463797098083,82.76989289138386,10,10,0.22217080061116054,n.s.,Circular,Mean phase during swing - tail - tail 2 (°),-22.059571560175144,-0.19259717125572481,away_from_healthy
Mean phase during swing - tail - tail 2 std,0.36618745949359155,0.8966354297463554,1.1097836253441138,1.379324139075894,10,10,0.15250126042915282,n.s.,Levene,Mean phase during swing - tail - tail 2 std,0.19079817091171813,0.13749247714637805,towards_healthy
Mean phase during swing - tail - tail 3 (°),-139.84524175256345,38.55009786142085,-121.15163845295062,99.48491290211803,10,10,0.2951582336494125,n.s.,Circular,Mean phase during swing - tail - tail 3 (°),9.155963237737907,0.12970829298299363,towards_healthy
Mean phase during swing - tail - tail 3 std,0.6725996931573212,1.0432539558059455,0.3097900748845032,0.6784111904796569,10,10,0.4494268284511491,n.s.,Levene,Mean phase during swing - tail - tail 3 std,-0.5704960463818151,-0.42968070280588183,away_from_healthy
Mean phase excursion - rforelimb - elbow (°),102.80913156200499,5.792594030265596,100.13865962597433,4.6940770337890365,10,10,0.27285242084098954,n.s.,T-test,Mean phase excursion - rforelimb - elbow (°),2.793622743583086,0.49496628195678244,towards_healthy
Mean phase excursion - rforelimb - elbow std,6.263607372325359,3.6561436009212813,5.022284701041917,2.062600423388489,10,10,0.017385005900393123,*,Levene,Mean phase excursion - rforelimb - elbow std,-0.45072847562283513,-0.10858688467776527,away_from_healthy
Mean phase excursion - rforelimb - shoulder (°),58.17965908632874,2.495981423215532,57.362773104389,2.75309388581776,10,10,0.4959271336342461,n.s.,T-test,Mean phase excursion - rforelimb - shoulder (°),1.766710756020359,0.7130160468846417,towards_healthy
Mean phase excursion - rforelimb - shoulder std,2.8501261451171715,1.6251578993504152,1.9768953378495453,1.3800269719511853,10,10,0.8765342523719979,n.s.,Levene,Mean phase excursion - rforelimb - shoulder std,-0.43097444251007144,-0.3085311549450854,away_from_healthy
Mean phase excursion - rforelimb - wrist (°),143.58117581446803,10.961957250149005,147.8082597105772,4.731573059699619,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean phase excursion - rforelimb - wrist (°),4.1283798920452455,0.7431503579922327,towards_healthy
Mean phase excursion - rforelimb - wrist std,9.497557373652088,5.983383051517024,5.848174198193041,3.924699248257264,10,10,0.4665800524111775,n.s.,Levene,Mean phase excursion - rforelimb - wrist std,-1.0731149789577303,-0.240527351685634,away_from_healthy
Mean phase excursion - rhindlimb - ankle (°),114.10274746334781,7.162679316320972,98.16500094311988,6.188490783042609,10,10,4.956072481383712e-05,***,T-test,Mean phase excursion - rhindlimb - ankle (°),-4.676544877910473,-0.5898266277295016,away_from_healthy
Mean phase excursion - rhindlimb - ankle std,6.409309575372541,3.935190338856513,5.491838706200001,3.510789275640761,10,10,0.8430004890900366,n.s.,Levene,Mean phase excursion - rhindlimb - ankle std,0.019866152577718843,0.0057412705540337864,towards_healthy
Mean phase excursion - rhindlimb - hip (°),71.52619593819337,5.113899536450298,70.91363814866553,4.372680071930248,10,10,0.7767960019815067,n.s.,T-test,Mean phase excursion - rhindlimb - hip (°),-1.5083962560763098,-0.3134914588509018,away_from_healthy
Mean phase excursion - rhindlimb - hip std,5.127156773114695,3.2605271156635336,3.2997220042971485,2.0832937961733684,10,10,0.7399267802227637,n.s.,Levene,Mean phase excursion - rhindlimb - hip std,1.2525260375320162,0.5908055089846386,towards_healthy
Mean phase excursion - rhindlimb - knee (°),64.27921554853651,2.5078614788839433,63.824728970921875,3.003040510978166,10,10,0.8501067391385259,n.s.,Mann-Whitney U,Mean phase excursion - rhindlimb - knee (°),-1.1324256914978221,-0.36864098786702965,away_from_healthy
Mean phase excursion - rhindlimb - knee std,2.5042195479407017,1.2094942513659916,2.9231791605299797,1.6697788778445513,10,10,0.24951105849701727,n.s.,Levene,Mean phase excursion - rhindlimb - knee std,0.8097835159258886,0.47052888947101107,towards_healthy
Mean phase excursion - rhindlimb - lHindpaw (°),123.4904729611607,9.419377891830251,109.6304055065599,7.887571744179217,10,10,0.0022886847031627186,**,T-test,Mean phase excursion - rhindlimb - lHindpaw (°),-9.089760520854156,-0.5854530031386762,away_from_healthy
Mean phase excursion - rhindlimb - lHindpaw std,10.583003818720929,4.477324925164232,9.889677482653399,6.319934918249149,10,10,0.3916316450062646,n.s.,Levene,Mean phase excursion - rhindlimb - lHindpaw std,-0.39299306823670754,-0.0717596499427494,away_from_healthy
Mean phase excursion - spine - head (°),20.008104937639395,6.8668635770334605,22.18684323597111,3.6260126789653886,10,10,0.08897301170181328,n.s.,Mann-Whitney U,Mean phase excursion - spine - head (°),-1.6498497675004131,-0.28489634384002993,away_from_healthy
Mean phase excursion - spine - head std,7.505652182531345,4.9380750181375594,8.083778050982433,3.291393925710715,10,10,0.18679825861120775,n.s.,Levene,Mean phase excursion - spine - head std,-2.1116400667508026,-0.6104566087065058,away_from_healthy
Mean phase excursion - spine - spine 1 (°),17.784741134330915,3.391393426996827,20.12556014686628,3.52755060042094,10,10,0.1477365513493469,n.s.,T-test,Mean phase excursion - spine - spine 1 (°),-2.704830620257507,-0.734054606596447,away_from_healthy
Mean phase excursion - spine - spine 1 std,4.503821972547491,2.6307934860043622,4.23883072749451,2.4734555513734082,10,10,0.9782591911335297,n.s.,Levene,Mean phase excursion - spine - spine 1 std,1.0059213108225524,0.4145733285798233,towards_healthy
Mean phase excursion - spine - spine 2 (°),15.28266083484839,4.318797668804044,16.734384689201566,4.254401089788484,10,10,0.4586964447552079,n.s.,T-test,Mean phase excursion - spine - spine 2 (°),-1.0054556395293766,-0.25233296507727004,away_from_healthy
Mean phase excursion - spine - spine 2 std,5.164323607838162,2.9823725694560053,5.852608444929625,1.8895310291651224,10,10,0.024078173402053146,*,Levene,Mean phase excursion - spine - spine 2 std,-1.2925985676950322,-0.46259700947649,away_from_healthy
Mean phase excursion - spine - spine 3 (°),19.139755849434227,2.642819364574855,22.259773860515274,3.5240654721527664,10,10,0.039020700783773975,*,T-test,Mean phase excursion - spine - spine 3 (°),-2.173101603084646,-0.49829759067470225,away_from_healthy
Mean phase excursion - spine - spine 3 std,4.431325015587651,2.6361511476914026,3.875943256890533,1.8214084721648034,10,10,0.5542973599453831,n.s.,Levene,Mean phase excursion - spine - spine 3 std,-0.025297862410611494,-0.010564250724154716,away_from_healthy
Mean phase excursion - spine - spine 4 (°),17.90571380371361,2.9034217677931373,20.420298565874653,3.433972348549786,10,10,0.09442450074979017,n.s.,T-test,Mean phase excursion - spine - spine 4 (°),-0.7900641704133022,-0.20735246740493754,away_from_healthy
Mean phase excursion - spine - spine 4 std,4.425748953065736,1.6948794724238863,3.9033482930431367,2.4367784821987333,10,10,0.9678518283269871,n.s.,Levene,Mean phase excursion - spine - spine 4 std,-0.019470947397759453,-0.00881906606252588,away_from_healthy
Mean phase excursion - tail - base (°),24.489162539571915,6.269980586918283,24.578045795112654,4.591843247472511,10,10,0.9715833915767976,n.s.,T-test,Mean phase excursion - tail - base (°),1.0029669994567243,0.15097916529877906,towards_healthy
Mean phase excursion - tail - base std,8.348963226464118,4.90528474272972,6.621004119364552,3.8686559923748924,10,10,0.5669582006661513,n.s.,Levene,Mean phase excursion - tail - base std,-0.008079005003598816,-0.0021068788877103175,away_from_healthy
Mean phase excursion - tail - tail 1 (°),67.20629446509655,24.86196205706005,61.45641531833748,31.313621622322536,10,10,0.6549966298054677,n.s.,T-test,Mean phase excursion - tail - tail 1 (°),-8.37377259015507,-0.20672128947097923,away_from_healthy
Mean phase excursion - tail - tail 1 std,50.40548987433482,28.40251984225018,35.73138619112612,16.464329539774962,10,10,0.5276472664603191,n.s.,Levene,Mean phase excursion - tail - tail 1 std,0.1472740474528038,0.004952785746429216,towards_healthy
Mean phase excursion - tail - tail 2 (°),-40.2386999886365,93.04288459216002,-34.69052709124715,80.8594489972556,10,10,0.7913367801006604,n.s.,Mann-Whitney U,Mean phase excursion - tail - tail 2 (°),-1.854899859027256,-0.023474541707316946,away_from_healthy
Mean phase excursion - tail - tail 2 std,47.72539313885218,26.443366756432248,43.88590469888837,23.244546522431328,10,10,0.834271235438711,n.s.,Levene,Mean phase excursion - tail - tail 2 std,-8.400108900633526,-0.31702331778666715,away_from_healthy
Mean phase excursion - tail - tail 3 (°),25.092092716445013,116.21763337863389,12.381917623045064,133.79709136381038,10,10,0.8231898849145085,n.s.,T-test,Mean phase excursion - tail - tail 3 (°),19.418251927657884,0.15784816394077092,towards_healthy
Mean phase excursion - tail - tail 3 std,63.17500468906054,32.13640682885466,79.5811789283152,23.065403997969543,10,10,0.41125015309784063,n.s.,Levene,Mean phase excursion - tail - tail 3 std,9.524942862885553,0.2848544770576234,towards_healthy
Mean phase value - rforelimb - elbow (°),-52.79659892937424,3.1429889369139423,-54.305443219975906,1.3914437255857004,10,10,0.17283650353271326,n.s.,Circular,Mean phase value - rforelimb - elbow (°),-1.423091273681102,-0.48584529262473053,away_from_healthy
Mean phase value - rforelimb - elbow std,3.44167157350968,1.3160964010434109,2.3758960626874237,1.2412342197875643,10,10,0.9535993662263271,n.s.,Levene,Mean phase value - rforelimb - elbow std,-0.24139528227558493,-0.19001043938228834,away_from_healthy
Mean phase value - rforelimb - shoulder (°),-123.32860126579442,2.7215037642937836,-124.81582496109779,2.3541089232952426,10,10,0.2064538362740112,n.s.,Circular,Mean phase value - rforelimb - shoulder (°),-0.9390155573209427,-0.4259083511539628,away_from_healthy
Mean phase value - rforelimb - shoulder std,3.5497979693134036,1.3858773751009676,2.6909779055076006,1.1272441767758912,10,10,0.4833844438739794,n.s.,Levene,Mean phase value - rforelimb - shoulder std,0.018317217254024687,0.014788602504952744,towards_healthy
Mean phase value - rforelimb - wrist (°),-31.556099925861258,4.024413243803055,-35.41687755977221,4.534330112446496,10,10,0.05891273760792551,n.s.,Circular,Mean phase value - rforelimb - wrist (°),-2.2536162906134543,-0.48869465220138825,away_from_healthy
Mean phase value - rforelimb - wrist std,4.058735818289354,2.3325012126327547,4.479379867543567,2.3766951309908775,10,10,0.98315328853181,n.s.,Levene,Mean phase value - rforelimb - wrist std,-0.5268849136168199,-0.2650899377284447,away_from_healthy
Mean phase value - rhindlimb - ankle (°),-52.66386047757609,4.239443802770865,-49.75932990631168,3.2428433965870944,10,10,0.10131234285156929,n.s.,Circular,Mean phase value - rhindlimb - ankle (°),-3.1565365839822306,-0.6624348554706071,away_from_healthy
Mean phase value - rhindlimb - ankle std,4.367571940034262,2.284222490543458,3.1175872584147775,1.2138725455592962,10,10,0.17544507460371125,n.s.,Levene,Mean phase value - rhindlimb - ankle std,-0.5510397645198859,-0.3795477668157341,away_from_healthy
Mean phase value - rhindlimb - hip (°),-78.99492135106041,3.8716105568561128,-77.54044799235376,2.647187318376476,10,10,0.3358211490845109,n.s.,Circular,Mean phase value - rhindlimb - hip (°),-2.7056757977453145,-0.8166271700908088,away_from_healthy
Mean phase value - rhindlimb - hip std,4.315554869348895,1.3564103877390477,2.7165513195659026,1.6772329105420176,10,10,0.8650994205527138,n.s.,Levene,Mean phase value - rhindlimb - hip std,-0.5240868607544669,-0.3226771614503006,away_from_healthy
Mean phase value - rhindlimb - knee (°),-168.03978868613459,2.9641586825104023,-167.31260246377178,2.7981178757406506,10,10,0.578670948779618,n.s.,Circular,Mean phase value - rhindlimb - knee (°),-1.4581429087558888,-0.4249263764874751,away_from_healthy
Mean phase value - rhindlimb - knee std,2.9494625804242056,1.0194649565288634,2.2612875638982812,1.4721038744025938,10,10,0.7157484372496107,n.s.,Levene,Mean phase value - rhindlimb - knee std,0.6738562644593828,0.4041140632200055,towards_healthy
Mean phase value - rhindlimb - lHindpaw (°),-25.895403416168683,3.748200027627088,-19.307095292536356,2.7837738884478305,10,10,0.00032946846164949936,***,Circular,Mean phase value - rhindlimb - lHindpaw (°),-2.8139250711989554,-0.7197815603542346,away_from_healthy
Mean phase value - rhindlimb - lHindpaw std,3.327956353591231,1.4798029488158035,2.3934010967566715,1.0487984025263029,10,10,0.24729955030478792,n.s.,Levene,Mean phase value - rhindlimb - lHindpaw std,0.7073477950797149,0.42263841260149754,towards_healthy
Mean phase value - spine - head (°),137.24092005049843,2.512489641330146,139.2371041904061,2.1985089074506203,10,10,0.0752442897529826,n.s.,Circular,Mean phase value - spine - head (°),0.4021390686373536,0.13442914546120435,towards_healthy
Mean phase value - spine - head std,3.186555891921661,1.4388630505317839,3.7886166970467974,1.6171847580804808,10,10,0.6189818254713814,n.s.,Levene,Mean phase value - spine - head std,-0.4827426649732165,-0.2697965709405694,away_from_healthy
Mean phase value - spine - spine 1 (°),165.86024613015323,2.185558934647466,164.72312625588637,3.512017360509599,10,10,0.37865308992933133,n.s.,Circular,Mean phase value - spine - spine 1 (°),-0.9699481971282182,-0.29912963165137285,away_from_healthy
Mean phase value - spine - spine 1 std,3.1950465257410827,0.9633473939747838,1.8695879702064606,0.7417021914227411,10,10,0.4602653346403901,n.s.,Levene,Mean phase value - spine - spine 1 std,-0.28863597275655417,-0.1760731407601373,away_from_healthy
Mean phase value - spine - spine 2 (°),169.5374689163306,2.5912338862866875,169.14425520158807,1.4861603920079332,10,10,0.6781915940012319,n.s.,Circular,Mean phase value - spine - spine 2 (°),0.067991751232654,0.03045263909343744,towards_healthy
Mean phase value - spine - spine 2 std,2.0135033790114276,1.0093995919756424,1.366257772137034,0.8158343783208352,10,10,0.2923599008282133,n.s.,Levene,Mean phase value - spine - spine 2 std,-0.24709495883755084,-0.27590916597108434,away_from_healthy
Mean phase value - spine - spine 3 (°),-162.17394490575242,3.493379141684047,-164.01255463356662,4.4399409998415145,10,10,0.3131496209916005,n.s.,Circular,Mean phase value - spine - spine 3 (°),1.3500772754855745,0.30911884284950814,towards_healthy
Mean phase value - spine - spine 3 std,5.882854749302178,2.4319597363384435,4.126502247621454,2.007543222396555,10,10,0.6818819729853302,n.s.,Levene,Mean phase value - spine - spine 3 std,0.6961421279235172,0.33010329617392514,towards_healthy
Mean phase value - spine - spine 4 (°),-148.10749040849925,3.9378753707281864,-147.45725075034585,3.778884232356654,10,10,0.709099861215337,n.s.,Circular,Mean phase value - spine - spine 4 (°),-2.4269218875492697,-0.7015511848151151,away_from_healthy
Mean phase value - spine - spine 4 std,4.665740510024191,2.304233842763161,2.8176765825474868,1.2859968794466554,10,10,0.17645128175519634,n.s.,Levene,Mean phase value - spine - spine 4 std,-0.4573119955886584,-0.283377681547657,away_from_healthy
Mean phase value - tail - base (°),67.93152456846201,168.92558970211948,33.44092624006462,181.5891272689704,10,10,0.35636426130686794,n.s.,Circular,Mean phase value - tail - base (°),-32.31447416505337,-0.2701978553890179,away_from_healthy
Mean phase value - tail - base std,3.8063742410980432,2.0389968835084553,3.431912141157187,2.063742889023333,10,10,0.9650624362659994,n.s.,Levene,Mean phase value - tail - base std,-0.19269816143156415,-0.1005943764789917,away_from_healthy
Mean phase value - tail - tail 1 (°),69.70056297591665,169.75663190711768,-1.012803592183755,184.81670632209642,10,10,0.5908609108120357,n.s.,Circular,Mean phase value - tail - tail 1 (°),-68.82780651031757,-0.43159098071321583,away_from_healthy
Mean phase value - tail - tail 1 std,2.6699984730994353,1.5988237017543192,3.1736329938665735,2.2120373776761437,10,10,0.8505133344013858,n.s.,Levene,Mean phase value - tail - tail 1 std,-0.4716490248438219,-0.30035677819013273,away_from_healthy
Mean phase value - tail - tail 2 (°),-170.11872377725535,5.130545871920219,-134.08616701133215,109.22972094367934,10,10,0.9439459580572538,n.s.,Circular,Mean phase value - tail - tail 2 (°),-2.0631380946277886,-0.01881318379228846,away_from_healthy
Mean phase value - tail - tail 2 std,4.82579867174538,3.301281966080959,3.5810258734958076,2.4473531894908818,10,10,0.48637796671628974,n.s.,Levene,Mean phase value - tail - tail 2 std,-0.19285762391501038,-0.07226949832351363,away_from_healthy
Mean phase value - tail - tail 3 (°),-158.40039975292729,8.822018660047526,-122.47545128308082,99.88373747757511,10,10,0.3752730199740484,n.s.,Circular,Mean phase value - tail - tail 3 (°),-3.1405449917649264,-0.04144701726635794,away_from_healthy
Mean phase value - tail - tail 3 std,10.659743450136137,4.6694258576129455,5.737413065443274,3.6757500136259686,10,10,0.7862320410210188,n.s.,Levene,Mean phase value - tail - tail 3 std,0.4837893250840839,0.12095226149282616,towards_healthy
Mean phase velocity - rforelimb - elbow (rad/s),-0.010671594600985547,0.1497904541409308,0.047592063767553594,0.09103256045009679,10,10,0.3046061763780981,n.s.,Circular,Mean phase velocity - rforelimb - elbow (rad/s),-0.01927799078265248,-0.11553196929371354,away_from_healthy
Mean phase velocity - rforelimb - elbow std,0.30778483727841777,0.17727581982875473,0.20614566770115053,0.09536494125166173,10,10,0.05213400077695613,n.s.,Levene,Mean phase velocity - rforelimb - elbow std,0.0324773892979654,0.3200699960312883,towards_healthy
Mean phase velocity - rforelimb - shoulder (rad/s),0.02351606099681309,0.08487028656378132,0.03312950191915666,0.06298506202409736,10,10,0.6582649664898416,n.s.,Circular,Mean phase velocity - rforelimb - shoulder (rad/s),-0.004668981297288162,-0.04564725006924853,away_from_healthy
Mean phase velocity - rforelimb - shoulder std,0.17813356313157605,0.10840675062966833,0.110867798701854,0.05657252814609301,10,10,0.17747110924771586,n.s.,Levene,Mean phase velocity - rforelimb - shoulder std,-0.027162554741920572,-0.417469104466253,away_from_healthy
Mean phase velocity - rforelimb - wrist (rad/s),-0.0289535249273854,0.1895675435615821,0.05227284968991887,0.1325410289759369,10,10,0.09910473541639231,n.s.,Circular,Mean phase velocity - rforelimb - wrist (rad/s),-0.012692791296964046,-0.0870752962583806,away_from_healthy
Mean phase velocity - rforelimb - wrist std,0.29599134539917016,0.19148471152165733,0.24395170614095046,0.14520028387605835,10,10,0.5121532593785234,n.s.,Levene,Mean phase velocity - rforelimb - wrist std,0.023139177818882806,0.19729748841551378,towards_healthy
Mean phase velocity - rhindlimb - ankle (rad/s),0.019655835223405742,0.13934540388812944,0.07826508734679063,0.08685554262488027,10,10,0.2759036274051865,n.s.,Circular,Mean phase velocity - rhindlimb - ankle (rad/s),0.004115739978609034,0.02360550987075852,towards_healthy
Mean phase velocity - rhindlimb - ankle std,0.24324110486145703,0.16480647888340305,0.17131107963527734,0.08285000757416604,10,10,0.05445260826289362,n.s.,Levene,Mean phase velocity - rhindlimb - ankle std,-0.003728868767102489,-0.038182709960255946,away_from_healthy
Mean phase velocity - rhindlimb - hip (rad/s),0.07221458278400888,0.08819707636019906,0.07214833625813441,0.02404598052822914,10,10,0.2447543704498027,n.s.,Circular,Mean phase velocity - rhindlimb - hip (rad/s),-0.014199361664287077,-0.11462232496740991,away_from_healthy
Mean phase velocity - rhindlimb - hip std,0.1429924536333515,0.07816880511856143,0.13872913040754026,0.06562218764646384,10,10,0.3831781456528157,n.s.,Levene,Mean phase velocity - rhindlimb - hip std,0.006611341828499651,0.09710474912345493,towards_healthy
Mean phase velocity - rhindlimb - knee (rad/s),0.04978871794743761,0.08314386663024886,0.021250433150941918,0.020931653043820487,10,10,0.041104916777901554,*,Circular,Mean phase velocity - rhindlimb - knee (rad/s),0.019835692043961718,0.1793689037192472,towards_healthy
Mean phase velocity - rhindlimb - knee std,0.16106904105366812,0.06151269464612312,0.1396394366256648,0.0660106819486672,10,10,0.5886739662153646,n.s.,Levene,Mean phase velocity - rhindlimb - knee std,0.002625545479552599,0.041201106992336055,towards_healthy
