Feature,Mean Healthy Left B,SD Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Healthy Left B,Number of samples in Sick Left C,p-value Healthy Left B vs Sick Left C,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean phase velocity at touchdown - tail - base (rad/s),0.21399636350105306,0.6987683614163308,0.32712652498294176,0.6712632046063796,10,10,0.6476073968128261,n.s.,Circular,Mean phase velocity at touchdown - tail - base (rad/s),-0.4141021335369839,-0.604392943228259,away_from_healthy
Mean phase velocity at touchdown - tail - base std,1.0861147586611735,0.4658520402542185,0.8835070163448489,0.5199364232700681,10,10,0.7537965546688956,n.s.,Levene,Mean phase velocity at touchdown - tail - base std,0.05730586903636625,0.11608944128442682,towards_healthy
Mean phase velocity at touchdown - tail - tail 1 (rad/s),0.620329659747758,0.6809226506585606,0.3200132394406451,1.2610488345238926,10,10,0.15198865673193174,n.s.,Circular,Mean phase velocity at touchdown - tail - tail 1 (rad/s),0.2582951377003774,0.25488342851582957,towards_healthy
Mean phase velocity at touchdown - tail - tail 1 std,1.3640949610251885,0.6475473441627214,1.305264779219239,0.5743230419665317,10,10,0.9797744623928722,n.s.,Levene,Mean phase velocity at touchdown - tail - tail 1 std,-0.28356815210540476,-0.46332299011039935,away_from_healthy
Mean phase velocity at touchdown - tail - tail 2 (rad/s),0.8171235131155445,0.8772380616178028,0.8876566762323563,0.9793331517760057,10,10,0.8050157802961775,n.s.,Circular,Mean phase velocity at touchdown - tail - tail 2 (rad/s),-0.606298779418001,-0.6521528668748173,away_from_healthy
Mean phase velocity at touchdown - tail - tail 2 std,0.9397051035453877,0.41462259374404514,0.9286942676709435,0.41522051641788105,10,10,0.9906957695436113,n.s.,Levene,Mean phase velocity at touchdown - tail - tail 2 std,-0.08654113442058753,-0.20857222503064607,away_from_healthy
Mean phase velocity at touchdown - tail - tail 3 (rad/s),1.121666656330636,1.4650773741527536,1.2418742742272182,1.4340034661324992,10,10,0.6373404787196855,n.s.,Circular,Mean phase velocity at touchdown - tail - tail 3 (rad/s),0.021747579078895463,0.015002223895710055,towards_healthy
Mean phase velocity at touchdown - tail - tail 3 std,1.641989042402016,0.7039443590519827,1.4770202353225352,1.3917700703404468,10,10,0.3157031346812911,n.s.,Levene,Mean phase velocity at touchdown - tail - tail 3 std,-0.3689895189404546,-0.3345777880993249,away_from_healthy
Mean phase velocity during stance - rforelimb - elbow (rad/s),0.02155116042518055,0.7329391865971583,-0.11412372195869011,1.2866015223383145,10,10,0.023811241854218103,*,Circular,Mean phase velocity during stance - rforelimb - elbow (rad/s),-0.0731823484225326,-0.06989518318541009,away_from_healthy
Mean phase velocity during stance - rforelimb - elbow std,1.3575414715727372,0.635064342670473,1.0426189939894792,0.39433707148035957,10,10,0.19382930984445462,n.s.,Levene,Mean phase velocity during stance - rforelimb - elbow std,0.31233736216004826,0.5908911092556225,towards_healthy
Mean phase velocity during stance - rforelimb - shoulder (rad/s),-0.42982917793720404,1.0088109548955249,0.30068434763604746,1.5811071458096286,10,10,0.09034144810234983,n.s.,Circular,Mean phase velocity during stance - rforelimb - shoulder (rad/s),0.597127744498736,0.4502555368342561,towards_healthy
Mean phase velocity during stance - rforelimb - shoulder std,1.437209703632948,0.5961143065697905,1.0149649449107179,0.7092575199941,10,10,0.4555284683763213,n.s.,Levene,Mean phase velocity during stance - rforelimb - shoulder std,0.05958518987273598,0.09095128751781517,towards_healthy
Mean phase velocity during stance - rforelimb - wrist (rad/s),-0.17761090987364408,1.2784901465660579,-0.0072757594921715515,0.749308616703078,10,10,0.11685603491288339,n.s.,Circular,Mean phase velocity during stance - rforelimb - wrist (rad/s),-0.4010807942445267,-0.3827636179406435,away_from_healthy
Mean phase velocity during stance - rforelimb - wrist std,1.3968502325362082,0.7005726665250993,1.7507163819064069,0.5628795897916552,10,10,0.49631204018672614,n.s.,Levene,Mean phase velocity during stance - rforelimb - wrist std,0.0907861500129532,0.1428653464341652,towards_healthy
Mean phase velocity during stance - rhindlimb - ankle (rad/s),0.008466002624613101,1.2826276662574265,0.01248497192701401,1.314844348748697,10,10,0.5677324871189562,n.s.,Circular,Mean phase velocity during stance - rhindlimb - ankle (rad/s),-0.4207441488420576,-0.32393942048647983,away_from_healthy
Mean phase velocity during stance - rhindlimb - ankle std,1.5841467558861537,0.5342542763712036,1.118154660604229,0.6139762172532433,10,10,0.7483848777090953,n.s.,Levene,Mean phase velocity during stance - rhindlimb - ankle std,0.30181638836155544,0.5244444342023047,towards_healthy
Mean phase velocity during stance - rhindlimb - hip (rad/s),-0.23331335359482686,0.9262247310271462,0.24210070676310594,1.0078363637595644,10,10,0.3476186767480144,n.s.,Circular,Mean phase velocity during stance - rhindlimb - hip (rad/s),0.346091248994572,0.3575725064870584,towards_healthy
Mean phase velocity during stance - rhindlimb - hip std,1.3853578839581902,0.4201464969793679,1.0712694178086195,0.4412742074835518,10,10,0.4667837897518077,n.s.,Levene,Mean phase velocity during stance - rhindlimb - hip std,0.10783602354619326,0.2502925760772085,towards_healthy
Mean phase velocity during stance - rhindlimb - knee (rad/s),-0.4407086359501292,0.7740447421522135,0.5049105231100534,0.9534051071055303,10,10,0.03593917532180848,*,Circular,Mean phase velocity during stance - rhindlimb - knee (rad/s),0.7809152894477673,0.8992905491592122,towards_healthy
Mean phase velocity during stance - rhindlimb - knee std,1.2011489159660471,0.5804469602800406,0.9766582949380342,0.6110056110634446,10,10,0.9013377245666178,n.s.,Levene,Mean phase velocity during stance - rhindlimb - knee std,0.05884514790055029,0.09874636012554863,towards_healthy
Mean phase velocity during stance - rhindlimb - lHindpaw (rad/s),-0.08441278208990444,1.0382949868299605,-0.06252619343639636,0.7438606599519686,10,10,0.4188444176351529,n.s.,Circular,Mean phase velocity during stance - rhindlimb - lHindpaw (rad/s),-0.10091622264170365,-0.11173718609476092,away_from_healthy
Mean phase velocity during stance - rhindlimb - lHindpaw std,1.3510061025243258,0.667818284162957,1.4849071795248316,0.6997899111088426,10,10,0.9725478423086678,n.s.,Levene,Mean phase velocity during stance - rhindlimb - lHindpaw std,0.054827708664556773,0.08015853191257588,towards_healthy
Mean phase velocity during stance - spine - head (rad/s),0.2586590568465634,0.5809953700812608,0.16387506326645435,0.36575149755371744,10,10,0.40188407400597115,n.s.,Circular,Mean phase velocity during stance - spine - head (rad/s),0.08082320181733404,0.16649017488055437,towards_healthy
Mean phase velocity during stance - spine - head std,0.4721453514680352,0.38018791605499735,0.361653463691999,0.1422289222422928,10,10,0.1626986357827762,n.s.,Levene,Mean phase velocity during stance - spine - head std,0.002791774489663834,0.009726436011870994,towards_healthy
Mean phase velocity during stance - spine - spine 1 (rad/s),-0.05246347397380717,0.5338253573495929,0.2523105741103157,0.6060516084229056,10,10,0.2807342815360391,n.s.,Circular,Mean phase velocity during stance - spine - spine 1 (rad/s),-0.008733450275325294,-0.015292827576698087,away_from_healthy
Mean phase velocity during stance - spine - spine 1 std,0.6744763705354215,0.4953612483875958,0.6514671683926895,0.4305044084413103,10,10,0.5905379227774561,n.s.,Levene,Mean phase velocity during stance - spine - spine 1 std,-0.059032951577084325,-0.12720775375719448,away_from_healthy
Mean phase velocity during stance - spine - spine 2 (rad/s),-0.2865268993155201,0.4099063298728203,0.08978028738048614,0.4059844890590282,10,10,0.0551672171573159,n.s.,Circular,Mean phase velocity during stance - spine - spine 2 (rad/s),0.3301713193146564,0.809342371133071,towards_healthy
Mean phase velocity during stance - spine - spine 2 std,0.6801676118526248,0.328670946470616,0.6189935726995486,0.5943958744385648,10,10,0.4065943430135678,n.s.,Levene,Mean phase velocity during stance - spine - spine 2 std,-0.07948425724008157,-0.16549686703380342,away_from_healthy
Mean phase velocity during stance - spine - spine 3 (rad/s),0.058760942043295995,0.5704955399669722,-0.30831126641886464,0.47934429331641015,10,10,0.1552863426982077,n.s.,Circular,Mean phase velocity during stance - spine - spine 3 (rad/s),0.20627353779197397,0.39148908901841883,towards_healthy
Mean phase velocity during stance - spine - spine 3 std,1.3677403966666168,0.7050262566448421,1.2202321020598677,0.661522770560628,10,10,0.7928506681855046,n.s.,Levene,Mean phase velocity during stance - spine - spine 3 std,-0.40220932674163223,-0.5883516305303526,away_from_healthy
Mean phase velocity during stance - spine - spine 4 (rad/s),0.13830588846627037,0.6459180387605192,-0.06832153690332007,1.0158661953116304,10,10,0.10177447650282989,n.s.,Circular,Mean phase velocity during stance - spine - spine 4 (rad/s),-0.30753104090479455,-0.361277284968442,away_from_healthy
Mean phase velocity during stance - spine - spine 4 std,0.8217810920293797,0.38466574534047665,1.1226734000171137,0.4241913339803568,10,10,0.9718219536070191,n.s.,Levene,Mean phase velocity during stance - spine - spine 4 std,0.24228960344689776,0.5983772585347986,towards_healthy
Mean phase velocity during stance - tail - base (rad/s),0.016717269615057352,0.5723395672413953,-0.29883829357925396,0.5492399998523715,10,10,0.24022916432513075,n.s.,Circular,Mean phase velocity during stance - tail - base (rad/s),0.28230395596096414,0.503297509700023,towards_healthy
Mean phase velocity during stance - tail - base std,0.7421003879756207,0.3369688276876887,0.8848413640662806,0.542740495390346,10,10,0.15645437086006975,n.s.,Levene,Mean phase velocity during stance - tail - base std,-0.07935640391353627,-0.1756732244607604,away_from_healthy
Mean phase velocity during stance - tail - tail 1 (rad/s),-0.17327099561100426,0.4695219609194212,-0.12376869868485596,0.35428189252841125,10,10,0.5293126455568475,n.s.,Circular,Mean phase velocity during stance - tail - tail 1 (rad/s),-0.19020580500915515,-0.4573216077035856,away_from_healthy
Mean phase velocity during stance - tail - tail 1 std,0.7252821251340376,0.40306870330231975,0.8096444098244285,0.49373637851379193,10,10,0.8632178199863234,n.s.,Levene,Mean phase velocity during stance - tail - tail 1 std,-0.3509138629742924,-0.7786175462212679,away_from_healthy
Mean phase velocity during stance - tail - tail 2 (rad/s),0.06194629738967182,0.7760877282875289,-0.1883909874908355,0.7795272711045441,10,10,0.4116363365133908,n.s.,Circular,Mean phase velocity during stance - tail - tail 2 (rad/s),0.07466530812435623,0.09599435033020065,towards_healthy
Mean phase velocity during stance - tail - tail 2 std,0.868309110352722,0.44762969248992784,0.8259952515030344,0.42786561808016327,10,10,0.844041165396644,n.s.,Levene,Mean phase velocity during stance - tail - tail 2 std,0.01990884354677147,0.045468598827715534,towards_healthy
Mean phase velocity during stance - tail - tail 3 (rad/s),0.3897203908242661,0.6028324133260242,0.20768279935371856,0.7824844177003867,10,10,0.48495106508252417,n.s.,Circular,Mean phase velocity during stance - tail - tail 3 (rad/s),-0.20721703773724862,-0.29667763125165214,away_from_healthy
Mean phase velocity during stance - tail - tail 3 std,0.9474572832942447,0.360568428188999,1.1408993401755771,0.7259797742526546,10,10,0.06440714770439498,n.s.,Levene,Mean phase velocity during stance - tail - tail 3 std,-0.1140528234763154,-0.19898474008731146,away_from_healthy
Mean phase velocity during swing - rforelimb - elbow (rad/s),0.15023477727387752,0.7559659788688251,-0.09175473432667534,0.47742025508262903,10,10,0.2587559431199416,n.s.,Circular,Mean phase velocity during swing - rforelimb - elbow (rad/s),-0.03843381447762162,-0.06079144027243333,away_from_healthy
Mean phase velocity during swing - rforelimb - elbow std,1.3782140270386023,0.3202025790814928,1.7672245532757505,0.5147415330801371,10,10,0.43475130166417886,n.s.,Levene,Mean phase velocity during swing - rforelimb - elbow std,0.1577705387135111,0.3680603269639827,towards_healthy
Mean phase velocity during swing - rforelimb - shoulder (rad/s),0.5184108613423327,1.0782836337484147,0.9647353876657917,0.7552065100739327,10,10,0.303986682828917,n.s.,Circular,Mean phase velocity during swing - rforelimb - shoulder (rad/s),-0.10842215834182367,-0.11647418941682275,away_from_healthy
Mean phase velocity during swing - rforelimb - shoulder std,1.2520998841576014,0.5646879928783717,1.626740096711833,0.6302331322717851,10,10,0.8755613339660719,n.s.,Levene,Mean phase velocity during swing - rforelimb - shoulder std,0.3151254425970875,0.5266496982937298,towards_healthy
Mean phase velocity during swing - rforelimb - wrist (rad/s),0.07779060650846013,1.009030893305455,-0.02220730588243357,0.7809113557345081,10,10,0.3752977509423011,n.s.,Circular,Mean phase velocity during swing - rforelimb - wrist (rad/s),-0.13153675201714418,-0.14579393614620884,away_from_healthy
Mean phase velocity during swing - rforelimb - wrist std,1.1162782791508694,0.5506458747032266,1.499544793536542,0.5700439831389642,10,10,0.5961518435070838,n.s.,Levene,Mean phase velocity during swing - rforelimb - wrist std,0.05980778124698283,0.10671788186589205,towards_healthy
Mean phase velocity during swing - rhindlimb - ankle (rad/s),0.3861765909472904,1.534550525868387,0.0778834126205026,1.2713377891293884,10,10,0.3718026057935421,n.s.,Circular,Mean phase velocity during swing - rhindlimb - ankle (rad/s),-0.07306644008345975,-0.051853140984303624,away_from_healthy
Mean phase velocity during swing - rhindlimb - ankle std,1.1008612935589714,0.4905972403136304,1.44831144696856,0.7123191901142122,10,10,0.20519921103136285,n.s.,Levene,Mean phase velocity during swing - rhindlimb - ankle std,0.05077536910165814,0.083021929464671,towards_healthy
Mean phase velocity during swing - rhindlimb - hip (rad/s),-0.34048987245824847,0.7328640764933974,-0.2209672072836054,1.1729183981840452,10,10,0.1458581585175747,n.s.,Circular,Mean phase velocity during swing - rhindlimb - hip (rad/s),-0.0915359819233503,-0.0935985151465871,away_from_healthy
Mean phase velocity during swing - rhindlimb - hip std,1.5124614563464536,0.46082824235789016,1.5187994447670738,0.6427898963655049,10,10,0.4039628955396226,n.s.,Levene,Mean phase velocity during swing - rhindlimb - hip std,-0.07115661062616674,-0.12723370700133793,away_from_healthy
Mean phase velocity during swing - rhindlimb - knee (rad/s),-0.02052291038135514,1.3470506377463571,-0.34408752531439935,1.1640875033377989,10,10,0.513042915781418,n.s.,Circular,Mean phase velocity during swing - rhindlimb - knee (rad/s),-0.292759022385529,-0.23255193888197198,away_from_healthy
Mean phase velocity during swing - rhindlimb - knee std,1.2931047196331105,0.5016019755005994,1.2541324869667925,0.6569911582430964,10,10,0.13840220403634215,n.s.,Levene,Mean phase velocity during swing - rhindlimb - knee std,-0.23946605321578662,-0.4097054119829805,away_from_healthy
Mean phase velocity during swing - rhindlimb - lHindpaw (rad/s),0.5486900884244266,0.874933115875531,-0.006347992526061533,0.6965234423881695,10,10,0.20225476611050988,n.s.,Circular,Mean phase velocity during swing - rhindlimb - lHindpaw (rad/s),0.45352597281279283,0.5735202683267467,towards_healthy
Mean phase velocity during swing - rhindlimb - lHindpaw std,1.5409641871774897,0.5618433327951925,1.4808763278995387,0.38666632463354694,10,10,0.5261655041963116,n.s.,Levene,Mean phase velocity during swing - rhindlimb - lHindpaw std,0.010873166167951087,0.02254556257259097,towards_healthy
Mean phase velocity during swing - spine - head (rad/s),0.33700246333447886,0.671883780820651,-0.10673580834219687,0.30090344059436147,10,10,0.05222953676159227,n.s.,Circular,Mean phase velocity during swing - spine - head (rad/s),-0.2467360004246451,-0.473979562794368,away_from_healthy
Mean phase velocity during swing - spine - head std,0.46950961835578164,0.21643147010773212,0.5052769921317319,0.3019242626043066,10,10,0.3576552390030152,n.s.,Levene,Mean phase velocity during swing - spine - head std,-0.029904877056673662,-0.11384557414080368,away_from_healthy
Mean phase velocity during swing - spine - spine 1 (rad/s),-0.4465239958932214,0.742685128085168,0.5712666649588362,0.5950774146813929,10,10,0.0023974513084516363,**,Circular,Mean phase velocity during swing - spine - spine 1 (rad/s),0.5255396702740449,0.7809598715038469,towards_healthy
Mean phase velocity during swing - spine - spine 1 std,0.9374060265405919,0.39201325764768635,0.983472467578882,0.5129133859052852,10,10,0.25019492797738596,n.s.,Levene,Mean phase velocity during swing - spine - spine 1 std,0.0033797714810211987,0.007403927668244567,towards_healthy
Mean phase velocity during swing - spine - spine 2 (rad/s),0.5130280331670495,0.4848043672502252,0.2269613996091106,0.8711108565190446,10,10,0.18842149166121894,n.s.,Circular,Mean phase velocity during swing - spine - spine 2 (rad/s),-0.48820522264816707,-0.6925525925978842,away_from_healthy
Mean phase velocity during swing - spine - spine 2 std,1.0571408663905606,0.4435492552218187,0.9903040472334064,0.4488280546399606,10,10,0.8799345651338026,n.s.,Levene,Mean phase velocity during swing - spine - spine 2 std,-0.23449854808018333,-0.5255499949789469,away_from_healthy
Mean phase velocity during swing - spine - spine 3 (rad/s),0.8689700829234098,0.8772878049746903,0.8389891051017855,0.5988189621619968,10,10,0.4050949112546396,n.s.,Circular,Mean phase velocity during swing - spine - spine 3 (rad/s),-0.2702596675913118,-0.359831944571252,away_from_healthy
Mean phase velocity during swing - spine - spine 3 std,0.9111236058007266,0.47912838024666893,1.0610072457552486,0.43093172795034307,10,10,0.3915780437169549,n.s.,Levene,Mean phase velocity during swing - spine - spine 3 std,0.029571444991465023,0.06489694813770089,towards_healthy
Mean phase velocity during swing - spine - spine 4 (rad/s),0.663871865489228,0.8402432591497438,0.24858023352033887,0.697773920237118,10,10,0.053394959901097314,n.s.,Circular,Mean phase velocity during swing - spine - spine 4 (rad/s),-0.18230026278297218,-0.23604825099592663,away_from_healthy
Mean phase velocity during swing - spine - spine 4 std,0.9825651224302385,0.4062887420117772,1.3007919330262192,0.6500897835978185,10,10,0.2312164291503038,n.s.,Levene,Mean phase velocity during swing - spine - spine 4 std,-0.047559413170363385,-0.08773610371907864,away_from_healthy
Mean phase velocity during swing - tail - base (rad/s),0.33560321314221797,0.7644971109346701,0.17602127450335556,0.4988200032099212,10,10,0.29171847689052166,n.s.,Circular,Mean phase velocity during swing - tail - base (rad/s),-0.07473646692877736,-0.11578513445559414,away_from_healthy
Mean phase velocity during swing - tail - base std,0.7835556798904533,0.44805108831009877,0.5876588088235934,0.2967101202377628,10,10,0.10570033514169551,n.s.,Levene,Mean phase velocity during swing - tail - base std,0.14028614809116524,0.3691825920750727,towards_healthy
Mean phase velocity during swing - tail - tail 1 (rad/s),0.2861997790081077,0.9059825945276134,-0.1963244058679356,0.6285733813596784,10,10,0.16359238158541128,n.s.,Circular,Mean phase velocity during swing - tail - tail 1 (rad/s),0.09222737664047392,0.1182835429416732,towards_healthy
Mean phase velocity during swing - tail - tail 1 std,1.0347361005725655,0.47550621360710704,0.739271085222251,0.4832970554017279,10,10,0.4585880253417709,n.s.,Levene,Mean phase velocity during swing - tail - tail 1 std,0.15519241319536725,0.32371039014922665,towards_healthy
Mean phase velocity during swing - tail - tail 2 (rad/s),-0.1714809720709701,0.9325495980698509,-0.22493773698243555,0.8366403669974999,10,10,0.7317786212737525,n.s.,Circular,Mean phase velocity during swing - tail - tail 2 (rad/s),0.029533633346324945,0.03333766575726424,towards_healthy
Mean phase velocity during swing - tail - tail 2 std,0.8715977978059047,0.3860597107060933,0.8711014308020859,0.5859076596493056,10,10,0.9344777257753881,n.s.,Levene,Mean phase velocity during swing - tail - tail 2 std,-0.30498072920951813,-0.614694456526288,away_from_healthy
Mean phase velocity during swing - tail - tail 3 (rad/s),-0.1902311898378046,0.9203906020912979,0.5562667830665788,0.44659321571296545,10,10,0.0269629596521107,*,Circular,Mean phase velocity during swing - tail - tail 3 (rad/s),0.5985668258925948,0.8274555449496013,towards_healthy
Mean phase velocity during swing - tail - tail 3 std,1.208577128849794,0.5093357676279491,0.8493117230584822,0.46065729194243876,10,10,0.6497215242469303,n.s.,Levene,Mean phase velocity during swing - tail - tail 3 std,0.3299463060219917,0.6794514786708092,towards_healthy
Mean propulsion vector angle (°),13.831712787411272,2.5142442934565583,11.660038538532527,3.2276990807810977,10,10,0.11165152689361461,n.s.,Circular,Mean propulsion vector angle (°),0.006979004796480837,0.0024123354469798063,towards_healthy
Mean propulsion vector angle std,5.1869839167243885,2.411986549101256,3.1091734282048487,2.723043249352575,10,10,0.8926849988129963,n.s.,Levene,Mean propulsion vector angle std,-0.32744948546755737,-0.12730222710055422,away_from_healthy
Mean stance duration (s),0.1559744318181818,0.038892305221533446,0.13310489094239092,0.02957450595624558,10,10,0.18587673236587576,n.s.,Mann-Whitney U,Mean stance duration (s),0.004935974442224433,0.14286892735759046,towards_healthy
Mean stance duration std,0.04760124898133405,0.024160592985948755,0.02750040803359909,0.022448070523578764,10,10,0.3582349795948061,n.s.,Levene,Mean stance duration std,-0.009825993877829533,-0.42135376631263477,away_from_healthy
Mean step acceleration X at peak - ankle (m/s^2),2.5280474566203175,3.5099610186444776,0.6075985589015446,4.512991183637337,10,10,0.3030166666841438,n.s.,T-test,Mean step acceleration X at peak - ankle (m/s^2),-0.21192613799813476,-0.052421874905721096,away_from_healthy
Mean step acceleration X at peak - ankle std,7.709878762684132,4.077713488228418,3.9004435978371523,2.2344934321746197,10,10,0.31603537472477083,n.s.,Levene,Mean step acceleration X at peak - ankle std,-1.1192373258530548,-0.34040993399762953,away_from_healthy
Mean step acceleration X at peak - base (m/s^2),0.32030597164111263,1.3443700778640335,0.6101830993752497,1.1901752692576157,10,10,0.6159701410069593,n.s.,T-test,Mean step acceleration X at peak - base (m/s^2),-0.5459470032340541,-0.43000964858552637,away_from_healthy
Mean step acceleration X at peak - base std,1.6327480662238223,1.038795968581142,1.686537352484169,0.9417349604714667,10,10,0.9968122156182122,n.s.,Levene,Mean step acceleration X at peak - base std,-0.43622463112654364,-0.4399847707232458,away_from_healthy
Mean step acceleration X at peak - elbow (m/s^2),0.41915461084009664,0.9519757902932695,0.9450927367009836,2.266316253594895,10,10,0.511411145786866,n.s.,T-test,Mean step acceleration X at peak - elbow (m/s^2),-0.09458666750148526,-0.05441748772113561,away_from_healthy
Mean step acceleration X at peak - elbow std,2.099626136661074,1.469828370425043,1.3802925424554746,1.0649045958660606,10,10,0.559282228580795,n.s.,Levene,Mean step acceleration X at peak - elbow std,0.3911117324420297,0.30473794953593847,towards_healthy
Mean step acceleration X at peak - head (m/s^2),-0.2381596527455238,1.1759437381501305,-0.49429902345222576,1.3724613697058423,10,10,0.6595081349265053,n.s.,T-test,Mean step acceleration X at peak - head (m/s^2),0.05193835861221335,0.040640804243124315,towards_healthy
Mean step acceleration X at peak - head std,1.589361705768359,0.8328996346361871,1.2676286090925315,0.6437191096479533,10,10,0.3945056569308204,n.s.,Levene,Mean step acceleration X at peak - head std,0.0580598980116247,0.07800142817792848,towards_healthy
Mean step acceleration X at peak - hip (m/s^2),-1.7711501857833647,1.7969182229293588,-1.2271061787785453,1.8860461961456512,10,10,0.5173629752847128,n.s.,T-test,Mean step acceleration X at peak - hip (m/s^2),-0.6022481771279198,-0.3269496171033873,away_from_healthy
Mean step acceleration X at peak - hip std,1.7773997540452064,0.8754180640850711,1.4991725810417484,1.0981186210963512,10,10,0.49093475273573883,n.s.,Levene,Mean step acceleration X at peak - hip std,0.16947058245272761,0.1706599044956903,towards_healthy
Mean step acceleration X at peak - knee (m/s^2),-0.04143508598922576,5.6002920810444845,-1.5313524752645755,3.4289502769577407,10,10,0.4841552988799762,n.s.,T-test,Mean step acceleration X at peak - knee (m/s^2),0.7225331536253513,0.15560677774310686,towards_healthy
Mean step acceleration X at peak - knee std,5.499023694060643,2.101491792975725,3.63110403742305,2.5827495156490956,10,10,0.4837751040490944,n.s.,Levene,Mean step acceleration X at peak - knee std,-0.2475814582151985,-0.10515472148997469,away_from_healthy
Mean step acceleration X at peak - lForepaw (m/s^2),-0.900753018276218,1.7866003669633874,0.6375065627676135,1.269148765912308,10,10,0.041012203152432446,*,T-test,Mean step acceleration X at peak - lForepaw (m/s^2),-0.23890468526263997,-0.1541692869549472,away_from_healthy
Mean step acceleration X at peak - lForepaw std,2.7597792953491527,2.625956121181944,1.3109086023610872,0.884091202769579,10,10,0.14412840290278836,n.s.,Levene,Mean step acceleration X at peak - lForepaw std,0.04417178877834749,0.022545339569756705,towards_healthy
Mean step acceleration X at peak - lHindfingers (m/s^2),10.638294875810193,5.9082724893771825,-4.386687018091069,8.29313771820782,10,10,0.0002476600726233763,***,T-test,Mean step acceleration X at peak - lHindfingers (m/s^2),1.955584937456944,0.27160401953034813,towards_healthy
Mean step acceleration X at peak - lHindfingers std,12.348030686781822,5.775890902003722,8.874243942047817,5.464104511508401,10,10,0.9085445325913156,n.s.,Levene,Mean step acceleration X at peak - lHindfingers std,-1.1077669138623802,-0.19703584061786056,away_from_healthy
Mean step acceleration X at peak - lHindpaw (m/s^2),3.1350534970141455,6.7447152438241895,-3.9162634594704984,6.832176772841969,10,10,0.032123805858637,*,T-test,Mean step acceleration X at peak - lHindpaw (m/s^2),1.6966605516020117,0.2499283850972155,towards_healthy
Mean step acceleration X at peak - lHindpaw std,12.571279411617077,5.747444120407337,5.851127021618571,4.72821411150694,10,10,0.2925232491778647,n.s.,Levene,Mean step acceleration X at peak - lHindpaw std,-0.6741032786637362,-0.12809411998867617,away_from_healthy
Mean step acceleration X at peak - shoulder (m/s^2),-0.6058464451423974,1.2575717838300384,-0.3052674867281637,2.2401222301561394,10,10,0.27303633975118835,n.s.,Mann-Whitney U,Mean step acceleration X at peak - shoulder (m/s^2),0.005146105159029524,0.0028329161206203874,towards_healthy
Mean step acceleration X at peak - shoulder std,2.2621727095840107,0.7244599244735648,1.5802754807735264,0.9454433777754511,10,10,0.8482608993024239,n.s.,Levene,Mean step acceleration X at peak - shoulder std,-0.18600149522182075,-0.22084385936420511,away_from_healthy
Mean step acceleration X at peak - spine 1 (m/s^2),0.10045233555824722,1.8725898175075548,-0.16771404860324007,1.6002850691154906,10,10,0.7347285910312047,n.s.,T-test,Mean step acceleration X at peak - spine 1 (m/s^2),-0.3456940914968597,-0.19847320633041932,away_from_healthy
Mean step acceleration X at peak - spine 1 std,1.6929487254455424,0.705084603869384,1.6890125212362002,1.0733105149225872,10,10,0.3488101754805887,n.s.,Levene,Mean step acceleration X at peak - spine 1 std,-0.4315668350758457,-0.4752633548679225,away_from_healthy
Mean step acceleration X at peak - spine 2 (m/s^2),-0.3182711652880684,0.9741503595716975,-0.14152331280780248,1.7284697017899624,10,10,0.7822352218432405,n.s.,T-test,Mean step acceleration X at peak - spine 2 (m/s^2),-0.7003090857593605,-0.4991664808038992,away_from_healthy
Mean step acceleration X at peak - spine 2 std,2.3987592293569913,1.2023336622086518,1.9941135629038265,0.7852974206182641,10,10,0.47573245337494896,n.s.,Levene,Mean step acceleration X at peak - spine 2 std,-0.5265455352450681,-0.5185315585111067,away_from_healthy
Mean step acceleration X at peak - spine 3 (m/s^2),-1.248209297913281,2.0570385101484443,-0.8208963005351493,2.2260980584328407,10,10,0.6610748642519482,n.s.,T-test,Mean step acceleration X at peak - spine 3 (m/s^2),0.2964512183233359,0.1383194553275132,towards_healthy
Mean step acceleration X at peak - spine 3 std,2.3082148063876144,1.2794153624979983,1.6823858372266198,0.985374692976066,10,10,0.6774779729211644,n.s.,Levene,Mean step acceleration X at peak - spine 3 std,-0.01630845192064112,-0.014281868162927057,away_from_healthy
Mean step acceleration X at peak - spine 4 (m/s^2),-0.3403241856794084,1.4130156554030997,-0.5341556990081864,3.0647827023491905,10,10,0.5707503880581739,n.s.,Mann-Whitney U,Mean step acceleration X at peak - spine 4 (m/s^2),0.03728161214214504,0.015622741005971582,towards_healthy
Mean step acceleration X at peak - spine 4 std,2.5967921020915736,1.3911524730445728,2.1043699987641884,1.4665064178711387,10,10,0.8829997979612247,n.s.,Levene,Mean step acceleration X at peak - spine 4 std,-0.26194501450483587,-0.18326469519336194,away_from_healthy
Mean step acceleration X at peak - wrist (m/s^2),0.4475134995032251,1.920860810965821,2.123371942969742,1.7086519966093483,10,10,0.05421556446924349,n.s.,T-test,Mean step acceleration X at peak - wrist (m/s^2),0.17408557605444486,0.09576424931717716,towards_healthy
Mean step acceleration X at peak - wrist std,2.1051596399892074,1.852965908431178,1.5727929378310943,1.1038860106757613,10,10,0.13137255508774381,n.s.,Levene,Mean step acceleration X at peak - wrist std,0.15569921109180385,0.10208909733232216,towards_healthy
