Feature,Mean Healthy Left B,SD Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Healthy Left B,Number of samples in Sick Left C,p-value Healthy Left B vs Sick Left C,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean step velocity X at stance - head std,0.06790890356455649,0.03200063591197706,0.04021374689361074,0.02318709721471908,10,10,0.39494133499132167,n.s.,Levene,Mean step velocity X at stance - head std,-0.006477702778457828,-0.23181401453065692,away_from_healthy
Mean step velocity X at stance - hip (m/s),0.2667747284722001,0.056306568740842805,0.25038156919885074,0.026425046186937043,10,10,0.41989450406147366,n.s.,T-test,Mean step velocity X at stance - hip (m/s),-0.01911871338666915,-0.4347007786534131,away_from_healthy
Mean step velocity X at stance - hip std,0.06796133475005653,0.026073347291941294,0.037219056687232556,0.017779089173447966,10,10,0.17630338293444323,n.s.,Levene,Mean step velocity X at stance - hip std,-0.002418342376750572,-0.10837311306810148,away_from_healthy
Mean step velocity X at stance - knee (m/s),0.19127640165118032,0.056145533143222306,0.1511341162656931,0.028100982652010956,10,10,0.06387911214539219,n.s.,T-test,Mean step velocity X at stance - knee (m/s),-0.01663506043709201,-0.3746983974077084,away_from_healthy
Mean step velocity X at stance - knee std,0.05341796231002609,0.023750666525559846,0.029443592256872642,0.012407315082196611,10,10,0.04478872404143804,*,Levene,Mean step velocity X at stance - knee std,-0.0033878053527988568,-0.17879709188633736,away_from_healthy
Mean step velocity X at stance - lForepaw (m/s),0.4311621939267126,0.19645464967001455,0.5748941657598085,0.17009966376201563,10,10,0.09765565525020319,n.s.,T-test,Mean step velocity X at stance - lForepaw (m/s),0.11668014545454164,0.6349930485824152,towards_healthy
Mean step velocity X at stance - lForepaw std,0.19249528486535536,0.0835313904474337,0.15322210081020432,0.10971391135498733,10,10,0.8526543330198628,n.s.,Levene,Mean step velocity X at stance - lForepaw std,-0.06651555603595852,-0.6821725204920424,away_from_healthy
Mean step velocity X at stance - lHindfingers (m/s),0.07723929928313004,0.056382575426783245,0.027706390208186178,0.03322172790216816,10,10,0.053902557169387175,n.s.,Mann-Whitney U,Mean step velocity X at stance - lHindfingers (m/s),0.005384594997133237,0.11636177277146242,towards_healthy
Mean step velocity X at stance - lHindfingers std,0.05111354124884947,0.03627146683727094,0.02547060547452884,0.014513272560587306,10,10,0.3559076893711858,n.s.,Levene,Mean step velocity X at stance - lHindfingers std,0.003960677030666382,0.14337418590911843,towards_healthy
Mean step velocity X at stance - lHindpaw (m/s),0.09406504733251858,0.06224739360278528,0.03399004023646139,0.026939574433800986,10,10,0.01573957499885452,*,T-test,Mean step velocity X at stance - lHindpaw (m/s),-9.598936842801498e-05,-0.002001412559470249,away_from_healthy
Mean step velocity X at stance - lHindpaw std,0.05321875053181063,0.04528140300401399,0.025276238608193342,0.018312259846917592,10,10,0.40744468159848135,n.s.,Levene,Mean step velocity X at stance - lHindpaw std,-6.340678119022905e-05,-0.001835856602369877,away_from_healthy
Mean step velocity X at stance - shoulder (m/s),0.2999720920146793,0.06818038765368084,0.29467354503029786,0.029267815881265338,10,10,0.825074287523294,n.s.,T-test,Mean step velocity X at stance - shoulder (m/s),-0.03134827356684211,-0.5975073425094868,away_from_healthy
Mean step velocity X at stance - shoulder std,0.06305397113142899,0.03428332609259805,0.04204726535505817,0.024691187425664066,10,10,0.20244073180192562,n.s.,Levene,Mean step velocity X at stance - shoulder std,-0.011226206026005013,-0.3757757512804876,away_from_healthy
Mean step velocity X at stance - spine 1 (m/s),0.28106161584782496,0.061392730696809034,0.2783332391146938,0.02772435986204312,10,10,0.9001182840893669,n.s.,T-test,Mean step velocity X at stance - spine 1 (m/s),-0.0332806939175658,-0.6986973905064731,away_from_healthy
Mean step velocity X at stance - spine 1 std,0.06379304037148079,0.0325366609040702,0.04978134634603835,0.02577190580372885,10,10,0.4992554034042216,n.s.,Levene,Mean step velocity X at stance - spine 1 std,-0.01349922913763884,-0.4599422760448954,away_from_healthy
Mean step velocity X at stance - spine 2 (m/s),0.2806396819941895,0.06676161102162483,0.2765131448381211,0.030661458206255064,10,10,0.8618347416303842,n.s.,T-test,Mean step velocity X at stance - spine 2 (m/s),-0.023481565324716513,-0.4520185612113848,away_from_healthy
Mean step velocity X at stance - spine 2 std,0.06848665854345097,0.03149442550728831,0.039033279071795476,0.01862276332132509,10,10,0.11570055990953153,n.s.,Levene,Mean step velocity X at stance - spine 2 std,-0.0069352694561744185,-0.26806228031673784,away_from_healthy
Mean step velocity X at stance - spine 3 (m/s),0.28192749059598576,0.058815305655826496,0.26999637065841753,0.03240966079872168,10,10,0.5831073765378377,n.s.,T-test,Mean step velocity X at stance - spine 3 (m/s),-0.023245540372752227,-0.48953569831410493,away_from_healthy
Mean step velocity X at stance - spine 3 std,0.06972310672236384,0.029354840500466273,0.04270255614254148,0.022697400507228932,10,10,0.30960775601263957,n.s.,Levene,Mean step velocity X at stance - spine 3 std,-0.007999841874020662,-0.3048937820997888,away_from_healthy
Mean step velocity X at stance - spine 4 (m/s),0.2647328380000804,0.060224834421190206,0.26139535198197933,0.03033911144482318,10,10,0.7913367801006604,n.s.,Mann-Whitney U,Mean step velocity X at stance - spine 4 (m/s),-0.02438351611757794,-0.5113583357936542,away_from_healthy
Mean step velocity X at stance - spine 4 std,0.07118183635020972,0.03295647232020175,0.043668924705986205,0.029158274755116904,10,10,0.443768884906687,n.s.,Levene,Mean step velocity X at stance - spine 4 std,-0.0075624390741462,-0.24304503014141943,away_from_healthy
Mean step velocity X at stance - wrist (m/s),0.5056930985093828,0.20716230686022635,0.5956907279665322,0.12462041015711624,10,10,0.2577493640462274,n.s.,T-test,Mean step velocity X at stance - wrist (m/s),0.08035421570239476,0.4700505104774728,towards_healthy
Mean step velocity X at stance - wrist std,0.18212803334438163,0.06894062059920227,0.11954296986294628,0.08949146148197908,10,10,0.6357704394005355,n.s.,Levene,Mean step velocity X at stance - wrist std,-0.047259068131390025,-0.5916280608837471,away_from_healthy
Mean step velocity X at swing - ankle (m/s),0.2441822505339352,0.06265721320379888,0.25231396369681425,0.033783721815646706,10,10,0.7233810721276585,n.s.,T-test,Mean step velocity X at swing - ankle (m/s),-0.017157744298123445,-0.3408696447994087,away_from_healthy
Mean step velocity X at swing - ankle std,0.06958200028054955,0.03172011914333017,0.03579714476584729,0.02369848903447526,10,10,0.4883131743302678,n.s.,Levene,Mean step velocity X at swing - ankle std,-0.0010379042870952496,-0.03707055963966305,away_from_healthy
Mean step velocity X at swing - base (m/s),0.25371476339139154,0.05965407675653194,0.24665660481011176,0.03981187794355537,10,10,0.7597352417814459,n.s.,T-test,Mean step velocity X at swing - base (m/s),-0.04439089716436326,-0.8753375491270691,away_from_healthy
Mean step velocity X at swing - base std,0.07954369413802113,0.0406488787845699,0.03371718229045038,0.015149133502878148,10,10,0.04598063611440895,*,Levene,Mean step velocity X at swing - base std,-0.0065055898077402,-0.21208588136593526,away_from_healthy
Mean step velocity X at swing - elbow (m/s),0.19449339655649175,0.04760925220163634,0.16721260779669067,0.04242898374880314,10,10,0.19309237201455925,n.s.,T-test,Mean step velocity X at swing - elbow (m/s),-0.02861284300175765,-0.6345216169175488,away_from_healthy
Mean step velocity X at swing - elbow std,0.09907398472965609,0.053272417521560825,0.04226623834966821,0.019198629181696916,10,10,0.07969511014526477,n.s.,Levene,Mean step velocity X at swing - elbow std,-0.012479985230898272,-0.3116813994303256,away_from_healthy
Mean step velocity X at swing - head (m/s),0.26871879678413496,0.04870909246145589,0.2587638790009523,0.030000829034070774,10,10,0.5902399862129446,n.s.,T-test,Mean step velocity X at swing - head (m/s),-0.013031765763451497,-0.3221588843478835,away_from_healthy
Mean step velocity X at swing - head std,0.07040132659329702,0.027700268382851514,0.03854008948753539,0.0196041337144008,10,10,0.27486540449295,n.s.,Levene,Mean step velocity X at swing - head std,-0.003206105813315055,-0.1336093785342654,away_from_healthy
Mean step velocity X at swing - hip (m/s),0.25807569095243055,0.05393632621750922,0.2545796667124117,0.035903915937047635,10,10,0.866702898057634,n.s.,T-test,Mean step velocity X at swing - hip (m/s),-0.026128783055986093,-0.5702977571147424,away_from_healthy
Mean step velocity X at swing - hip std,0.07352854389723969,0.045120888905691096,0.03419386000560202,0.01571799525799468,10,10,0.00487520976424849,**,Levene,Mean step velocity X at swing - hip std,-0.004031097225678647,-0.11931363353831587,away_from_healthy
Mean step velocity X at swing - knee (m/s),0.24433520283139581,0.07954764016169993,0.2427722083040921,0.029762881008557757,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean step velocity X at swing - knee (m/s),-0.02505896420068421,-0.41725389093127685,away_from_healthy
Mean step velocity X at swing - knee std,0.08118950938305933,0.03915287118906498,0.03317044787237896,0.01756102527939527,10,10,0.0654595093108068,n.s.,Levene,Mean step velocity X at swing - knee std,-0.0026374398529626086,-0.08692224412486169,away_from_healthy
Mean step velocity X at swing - lForepaw (m/s),0.08904453767837232,0.054873253974885614,0.0657154563829696,0.04652434496910458,10,10,0.31908974022076686,n.s.,T-test,Mean step velocity X at swing - lForepaw (m/s),-0.034566259611478314,-0.6794969445844249,away_from_healthy
Mean step velocity X at swing - lForepaw std,0.10156017622230484,0.06378073765942377,0.047971844920487325,0.030551515198876462,10,10,0.16731205061176616,n.s.,Levene,Mean step velocity X at swing - lForepaw std,-0.014931156502192733,-0.2985820008971075,away_from_healthy
Mean step velocity X at swing - lHindfingers (m/s),0.16820436049557458,0.06486930704905644,0.16041290532358,0.03204617266417285,10,10,0.7388346218299303,n.s.,T-test,Mean step velocity X at swing - lHindfingers (m/s),-0.003860945070541688,-0.07546593097777227,away_from_healthy
Mean step velocity X at swing - lHindfingers std,0.0754819940520792,0.03966861767614395,0.04379670303724069,0.025510832836854708,10,10,0.20606002926857958,n.s.,Levene,Mean step velocity X at swing - lHindfingers std,-0.01729149301350022,-0.5184905799745645,away_from_healthy
Mean step velocity X at swing - lHindpaw (m/s),0.20843287355373086,0.07888935339742872,0.2052862268612779,0.035962860179478695,10,10,0.910437892465717,n.s.,T-test,Mean step velocity X at swing - lHindpaw (m/s),-0.021556906223531597,-0.35162785776906524,away_from_healthy
Mean step velocity X at swing - lHindpaw std,0.06998642608129342,0.03743748077863532,0.04102070441453381,0.02395488445490694,10,10,0.4326032882438128,n.s.,Levene,Mean step velocity X at swing - lHindpaw std,-0.008067265408721859,-0.25669278285295705,away_from_healthy
Mean step velocity X at swing - shoulder (m/s),0.2486671654524132,0.05025380130552189,0.2324723029359707,0.03479145876099366,10,10,0.4144295893536085,n.s.,T-test,Mean step velocity X at swing - shoulder (m/s),-0.01966059161616987,-0.45489852778374507,away_from_healthy
Mean step velocity X at swing - shoulder std,0.07651240613986976,0.03528546060368274,0.03852522429613355,0.02111803398222845,10,10,0.10207928020844101,n.s.,Levene,Mean step velocity X at swing - shoulder std,-0.010357911047883403,-0.3562139023843974,away_from_healthy
Mean step velocity X at swing - spine 1 (m/s),0.2685126620008365,0.05174439463640819,0.2579320748224545,0.03529510368602499,10,10,0.6006136424903468,n.s.,T-test,Mean step velocity X at swing - spine 1 (m/s),-0.013808176088752427,-0.31176661766483904,away_from_healthy
Mean step velocity X at swing - spine 1 std,0.07281277886451418,0.034155036997520774,0.03931874130455053,0.0177024471232598,10,10,0.04997152032697731,*,Levene,Mean step velocity X at swing - spine 1 std,-0.011411362679000628,-0.41949808680606254,away_from_healthy
Mean step velocity X at swing - spine 2 (m/s),0.2666308740014644,0.04670705134599144,0.2555384165651816,0.029579914191122186,10,10,0.5351931526732903,n.s.,T-test,Mean step velocity X at swing - spine 2 (m/s),-0.010633970318548763,-0.27201748621619093,away_from_healthy
Mean step velocity X at swing - spine 2 std,0.07597086430322503,0.02731336175350895,0.03173285546367071,0.020180689447825587,10,10,0.6164880033137279,n.s.,Levene,Mean step velocity X at swing - spine 2 std,-0.0036342295697702545,-0.15134217925924284,away_from_healthy
Mean step velocity X at swing - spine 3 (m/s),0.2707438472578853,0.04936975369871311,0.2705162912937892,0.028584973159721024,10,10,0.9901086708115686,n.s.,T-test,Mean step velocity X at swing - spine 3 (m/s),-0.02139673324435923,-0.5304227167972476,away_from_healthy
Mean step velocity X at swing - spine 3 std,0.07508128926706653,0.03893452313007169,0.04062730877241161,0.01787841685312719,10,10,0.05083819144388664,n.s.,Levene,Mean step velocity X at swing - spine 3 std,-0.007717868081960413,-0.2547598755364524,away_from_healthy
Mean step velocity X at swing - spine 4 (m/s),0.2545432160542255,0.056897258662696786,0.26165739082188694,0.049271204719936464,10,10,0.7685088098159821,n.s.,T-test,Mean step velocity X at swing - spine 4 (m/s),-0.021298449535652464,-0.400188827361142,away_from_healthy
Mean step velocity X at swing - spine 4 std,0.07643498584561317,0.03164324271401809,0.04006827889699431,0.019327420869942977,10,10,0.5339729531705948,n.s.,Levene,Mean step velocity X at swing - spine 4 std,-0.008591745518139057,-0.3276949060528706,away_from_healthy
Mean step velocity X at swing - wrist (m/s),0.0763309446115995,0.0499922446361012,0.05283278435384853,0.043469790128269924,10,10,0.2770307756390451,n.s.,T-test,Mean step velocity X at swing - wrist (m/s),-0.028390790582948106,-0.606062279210377,away_from_healthy
Mean step velocity X at swing - wrist std,0.0928985041139093,0.06175746256808034,0.045734601015779294,0.02677580460102244,10,10,0.16942819539407525,n.s.,Levene,Mean step velocity X at swing - wrist std,-0.0124427052324175,-0.2614184499363971,away_from_healthy
Mean step velocity X at touchdown - ankle (m/s),0.1637548974903404,0.07778129239744891,0.11103611840326735,0.0282170617988204,10,10,0.06827981775689274,n.s.,T-test,Mean step velocity X at touchdown - ankle (m/s),-0.008819757300844971,-0.15074711083517456,away_from_healthy
Mean step velocity X at touchdown - ankle std,0.06390792096781991,0.038153946325820004,0.0312322785381176,0.013798080198081831,10,10,0.10179329107971852,n.s.,Levene,Mean step velocity X at touchdown - ankle std,0.008561302018403709,0.2984181990845507,towards_healthy
Mean step velocity X at touchdown - base (m/s),0.26813457170282423,0.057920604795382684,0.26083498942844674,0.02541982494523036,10,10,0.72133630228632,n.s.,T-test,Mean step velocity X at touchdown - base (m/s),-0.0217498677681493,-0.4862832371366061,away_from_healthy
Mean step velocity X at touchdown - base std,0.07478974705038176,0.01809254169202985,0.04568101089554224,0.02350662447141104,10,10,0.5301590756378258,n.s.,Levene,Mean step velocity X at touchdown - base std,-0.009844392378601512,-0.46933927103260437,away_from_healthy
Mean step velocity X at touchdown - elbow (m/s),0.32051403180616117,0.08936172807316292,0.33406528897307197,0.06187832842318685,10,10,0.6985951484326091,n.s.,T-test,Mean step velocity X at touchdown - elbow (m/s),-0.019556449352030603,-0.254447580206182,away_from_healthy
Mean step velocity X at touchdown - elbow std,0.08165102557239405,0.02868899342124879,0.05205868070934996,0.044328125520734556,10,10,0.4343025484552313,n.s.,Levene,Mean step velocity X at touchdown - elbow std,-0.013667100896867526,-0.3660511841095569,away_from_healthy
Mean step velocity X at touchdown - head (m/s),0.24620649663514657,0.053566681310991036,0.24105073077141168,0.031089909439165408,10,10,0.9097218891455553,n.s.,Mann-Whitney U,Mean step velocity X at touchdown - head (m/s),-0.02392415869387915,-0.5462783243125046,away_from_healthy
